title,company,location,semantic_similarity,first_seen_date,url
Recepcionista de Planta - Turnos rotativos,Empresas Carozzi,"San Bernardo, Metropolitana de Santiago",0.3096,2026-08-05,https://carozzi.trabajando.cl/trabajo-empleo/recepcionista-de-planta-turnos-rotativos/trabajo/6109570
Asistente Comercial(R),Ripley,Tda Plaza El Trebol (Gesic) - Sucursales,0.3095,2026-08-05,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/23974?c=ripley
Consultor/a de Belleza Full Time - Mall Plaza Antofagasta,Preunic,"Antofagasta, Antofagasta",0.3086,2026-08-05,https://salcobrand.trabajando.cl/trabajo-empleo/consultor-a-de-belleza-full-time-mall-plaza-antofagasta/trabajo/6109484
Operativo Tienda Sodimac HC Punta Arenas Jornada PT25 hrs,Sodimac,"Punta Arenas, Magallanes y Antártica Chilena, Chile",0.3083,2026-08-05,https://falabella.airavirtual.com/postula/ODiaU50dX45fFwWw9sVb?logged_action=apply&register=true
Auxiliar de Farmacia 30hrs - Curicó,Farmacias Ahumada S.A.,"Curicó, Maule",0.2958,2026-08-05,https://ahumada.trabajando.cl/trabajo-empleo/auxiliar-de-farmacia-30hrs-curico/trabajo/6109667
Maestro/a Tostador/a | Rincón Jumbo Cafeteria  Alto Las Condesr,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2893,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14748?c=cencosud
Jefe De Proyecto De Diseño Omnicanal,Walmart Chile,Santiago,0.2821,2026-08-05,https://postulawalmartchile.cl/vacante/detalle/4469691/external
Operativo/a Tienda Sodimac Vallenar Jornada 20 horas,Sodimac,"Vallenar, Atacama, Chile",0.2798,2026-08-05,https://falabella.airavirtual.com/postula/kpBpGaZUwoZwrjP9MO4W?logged_action=apply&register=true
Asistente Tostador | Rincón Jumbo Alto Las Condes,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2724,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14749?c=cencosud
Técnico en Mantenimiento Multiparking Cenco Malls,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.2718,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14757?c=cencosud
Recepcionista | Rincón Jumbo Alto Las Condes (Full Time y Part Time),cencosud,"Santiago, REGION METROPOLITANA, CL",0.2703,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14746?c=cencosud
Head Roster | Rincón Jumbo Alto Las Condes,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2681,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14747?c=cencosud
Jefe de Inventario Zona Sur Easy,cencosud,CL,0.2587,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14741?c=cencosud
Jefe de Inventario Zona Norte y Centro,cencosud,CL,0.2533,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14740?c=cencosud
"Encargado/a de Reposición Nocturna, PT sábado y domingo, Tottus Los Ángeles Alemania",Tottus,"Los Ángeles, Bíobío, Chile",0.2519,2026-08-05,https://falabella.airavirtual.com/postula/R641SrFWUBbd2zWrb3ZQ?logged_action=apply&register=true
Subjefe de Tienda | Umbrale | Florida Center,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2394,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14752?c=cencosud
Subjefe de Tienda | Umbrale | La Dehesa,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2266,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14753?c=cencosud
Técnico en Mantenimiento Cenco Osorno,cencosud,"Osorno, REGIÓN DE LOS LAGOS, CL",0.2247,2026-08-05,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14756?c=cencosud
Analista Gestión de Calidad / Reemplazo Pre y Post Natal,Tottus,"Santiago, Metropolitana, Chile",0.4713,2026-08-04,https://falabella.airavirtual.com/postula/l0yj5JICiHep7EmuygU6?logged_action=apply&register=true
Analista de Planificación Logística,Falabella Retail,"Lo Espejo, Metropolitana, Chile",0.4658,2026-08-04,https://falabella.airavirtual.com/postula/Wm0Idquheop0mJZbp60y?logged_action=apply&register=true
KAM Ecommerce - Las Condes,CCU,"Las Condes, Metropolitana de Santiago, Chile",0.4572,2026-08-04,https://www.trabajaenccu.cl/trabajo/6108990-kam-ecommerce-las-condes
Analista de Existencias FT 42 horas Hc San Miguel,Sodimac,"San Miguel, Metropolitana, Chile",0.4496,2026-08-04,https://falabella.airavirtual.com/postula/xP49lWCtt3g5nviDDNov?logged_action=apply&register=true
Ingeniero/a Optimización Digital,Sodimac,"Las Condes, Metropolitana, Chile",0.4392,2026-08-04,https://falabella.airavirtual.com/postula/JdHAi2q0sIkiT1JSaFGf?logged_action=apply&register=true
Ingeniero/a Marketing,Soprole,"Santiago, Metropolitana de Santiago",0.4375,2026-08-04,https://soprole.trabajando.cl/trabajo-empleo/ingeniero-a-marketing/trabajo/6109168
Planificador de Compras,Sodimac,"Renca, Metropolitana, Chile",0.4372,2026-08-04,https://falabella.airavirtual.com/postula/lH6qZYCobx5nD3PaxzGE?logged_action=apply&register=true
Business Analyst Producto (Data & Measurement) CencosudMedia,cencosud,"Santiago, REGION METROPOLITANA, CL",0.4256,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14734?c=cencosud
Analista CRO SR,Tottus,"Santiago, Metropolitana, Chile",0.4234,2026-08-04,https://falabella.airavirtual.com/postula/WynH8eGzwQ3zaFdYmulX?logged_action=apply&register=true
Jefe de Operaciones Revalorización - Renca,CCU,"Renca, Metropolitana de Santiago, Chile",0.4218,2026-08-04,https://www.trabajaenccu.cl/trabajo/6109218-jefe-de-operaciones-revalorizacion-renca
Category Manager de Ventas Mayoristas,Colchones Rosen SAIC,"Colina, Metropolitana de Santiago",0.419,2026-08-04,https://rosen.trabajando.cl/trabajo-empleo/category-manager-de-ventas-mayoristas/trabajo/6109062
Senior Fullstack Software Engineer,Falabella Corporativo,"Santiago, Metropolitana, Chile",0.4142,2026-08-04,https://falabella.airavirtual.com/postula/XZcxRek2l7WvRXCFb8r2?logged_action=apply&register=true
Asesor/a de Ventas/ Media Jornada Tarde 30hrs Semanales/ Americanino Oeste,Falabella Retail,"Cerrillos, Metropolitana, Chile",0.4074,2026-08-04,https://falabella.airavirtual.com/postula/doCGSg6JQtW3qKWlnMTM?logged_action=apply&register=true
Asesor/a de Ventas/ Media Jornada Tarde 30 hrs semanales/ Americanino Calama,Falabella Retail,"Calama, Antofagasta, Chile",0.4063,2026-08-04,https://falabella.airavirtual.com/postula/9sydXJXNCYBqeFYR4t0U?logged_action=apply&register=true
Asesor/a de Ventas / Part Time sábado y domingo/ Americanino Calama,Falabella Retail,"Calama, Antofagasta, Chile",0.4053,2026-08-04,https://falabella.airavirtual.com/postula/PQxQk9g5dY3cjVEXR3j7?logged_action=apply&register=true
Asesor/a de marca Mango Tienda Alto las Condes PT 20 hrs. Fin de Semana,Falabella Retail,"Las Condes, Metropolitana, Chile",0.4032,2026-08-04,https://falabella.airavirtual.com/postula/n0c16h7U9nGt0sWABQuJ?logged_action=apply&register=true
Bodegueros/as Full Time - Valdivia,Preunic,"Valdivia, Los Ríos",0.4029,2026-08-04,https://salcobrand.trabajando.cl/trabajo-empleo/bodegueros-as-full-time-valdivia/trabajo/6109222
Químico(a) Farmacéutico(a) Part Time  - Viña del Mar,Salcobrand,"Viña del Mar, Valparaíso",0.4014,2026-08-04,https://salcobrand.trabajando.cl/trabajo-empleo/quimico-a-farmaceutico-a-part-time-vina-del-mar/trabajo/6109148
Product Manager Sell Out Moda Hombre Reemplazo,Ripley,Ofi Cerro Colorado 5240 - Comercial,0.4013,2026-08-04,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/24120?c=ripley
Supervisor/a de Operaciones 5x2 Turno Día Rotativo,Falabella Retail,"San Bernardo, Metropolitana, Chile",0.3976,2026-08-04,https://falabella.airavirtual.com/postula/kxkqwKZuhJpOdv822J8v?logged_action=apply&register=true
Operario/a Planta de Producción de Alimentos - San Bernardo,Empresas Carozzi S.A.,"San Bernardo, Metropolitana de Santiago",0.3965,2026-08-04,https://carozzi.trabajando.cl/trabajo-empleo/operario-a-planta-de-produccion-de-alimentos-san-bernardo/trabajo/6108981
Químico(a) Farmacéutico(a) Full Time - San Felipe,Salcobrand,"San Felipe, Valparaíso",0.3958,2026-08-04,https://salcobrand.trabajando.cl/trabajo-empleo/quimico-a-farmaceutico-a-full-time-san-felipe/trabajo/6109147
Asesor/a de Marca Mango/ Media Jornda Tarde 30hrs semanales/ Falabella Los Dominicos,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3953,2026-08-04,https://falabella.airavirtual.com/postula/Vb5BdnngKV3nBfypVJPP?logged_action=apply&register=true
Asesor/a de MANGO CASA COSTANERA / Media Jornada Tarde 30 hrs semanales,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3919,2026-08-04,https://falabella.airavirtual.com/postula/sIMuxp2gzFsL9Qo2i7Zq?logged_action=apply&register=true
Software Engineer Back End,mercadolibre,"Región Metropolitana de Santiago,Chile",0.3909,2026-08-04,https://mercadolibre.eightfold.ai/careers/job/43124651
Asesor/a de Marca/ Jornada Part Time Sábado y Domingo/ Falabella La Dehesa,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3908,2026-08-04,https://falabella.airavirtual.com/postula/dBV2ulVBqLYKxpAd8yug?logged_action=apply&register=true
Asistente de Bodega FT 42 hrs.  Tienda La Dehesa,Falabella Retail,"Lo Barnechea, Metropolitana, Chile",0.3883,2026-08-04,https://falabella.airavirtual.com/postula/AEHoqlWdo8I7MkXZPap4?logged_action=apply&register=true
"Ejecutivo/a Integral, PT 30 hrs. Falabella Angol.",Banco Falabella,"Angol, Araucanía, Chile",0.3879,2026-08-04,https://falabella.airavirtual.com/postula/ojddIdMwAsCCPAQGwJQ1?logged_action=apply&register=true
Auditor Estadístico Senior,Falabella Financiero,"Las Condes, Metropolitana, Chile",0.3868,2026-08-04,https://falabella.airavirtual.com/postula/zaIU5miVMBnsgfnR4uGA?logged_action=apply&register=true
Asistente de Probador / Full Time 42hrs. / Falabella Rancagua,Falabella Retail,"Rancagua, Libertador B. O Higgins, Chile",0.3867,2026-08-04,https://falabella.airavirtual.com/postula/cU2ijxGO7BUGqsrij3mE?logged_action=apply&register=true
Asesor/a de Ventas 30hrs Americanino Curicó,Falabella Retail,"Curicó, Maule, Chile",0.3867,2026-08-04,https://falabella.airavirtual.com/postula/Y86HFcb1JFDUE2g9BI6H?logged_action=apply&register=true
"Analista de Existencias, FT 42hrs, Hc Kennedy",Sodimac,"Punta Arenas, Magallanes y Antártica Chilena, Chile",0.3853,2026-08-04,https://falabella.airavirtual.com/postula/f2oKcuQz6F3elxsc3b4L?logged_action=apply&register=true
Business Analyst Producto (Portafolio) CencosudMedia,cencosud,"Santiago, REGION METROPOLITANA, CL",0.3826,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14733?c=cencosud
"Supervisor/a de Seguridad, Jornada 42 HRS Rotativo, Falabella Plaza Oeste.",Falabella Retail,"Santiago, Metropolitana, Chile",0.3814,2026-08-04,https://falabella.airavirtual.com/postula/flT9qWy7nKkqYelWo5bY?logged_action=apply&register=true
"Ejecutivo/a Venta Hipotecario, FT, Banco Falabella",Banco Falabella,"Santiago, Metropolitana, Chile",0.3798,2026-08-04,https://falabella.airavirtual.com/postula/hr8X1qQgVTjwoKMX09fE?logged_action=apply&register=true
Asistente de Probadores / Part Time 20 Hrs. Sábado y Domingo / Falabella Antofagasta,Falabella Retail,"Antofagasta, Antofagasta, Chile",0.3796,2026-08-04,https://falabella.airavirtual.com/postula/ySw2afIJG6dhLsxDw1hj?logged_action=apply&register=true
Asistente de Probadores / Full Time 5x2 42 Hrs. / Falabella Antofagasta,Falabella Retail,"Antofagasta, Antofagasta, Chile",0.3729,2026-08-04,https://falabella.airavirtual.com/postula/k3UmK6fe6iwfYvnRrSQU?logged_action=apply&register=true
"Analista de Existencias, IKEA Plaza Oeste",IKEA,"Santiago, Metropolitana, Chile",0.3708,2026-08-04,https://falabella.airavirtual.com/postula/tqryiqs9eiaCYGWCEQWm?logged_action=apply&register=true
"Ejecutivo Comercial Dealers, FT, Seguros Falabella Stgo",Seguros Falabella,"Santiago, Metropolitana, Chile",0.3638,2026-08-04,https://falabella.airavirtual.com/postula/27p1a4YcAkPC97rsSxVh?logged_action=apply&register=true
"Administrativo/a BNO, Plaza Oeste",IKEA,"Santiago, Metropolitana, Chile",0.3622,2026-08-04,https://falabella.airavirtual.com/postula/nzdXxzrvuq7HTJFrVNTi?logged_action=apply&register=true
Guardia de Seguridad con OS10 / Part Time 20 Hrs. / Falabella San Felipe,Falabella Retail,"San Felipe, Valparaíso, Chile",0.3605,2026-08-04,https://falabella.airavirtual.com/postula/zXnaN0DHqkQG32J5gWyK?logged_action=apply&register=true
Guardia de Seguridad con OS10 / Full Time 42hrs. 5x2 / Falabella Rancagua,Falabella Retail,"Rancagua, Libertador B. O Higgins, Chile",0.3578,2026-08-04,https://falabella.airavirtual.com/postula/8mUsV2dC23wQYSn8s2J5?logged_action=apply&register=true
Operativo Implementaciones Comerciales Sodimac Calama 42 hrs,Sodimac,"Calama, Antofagasta, Chile",0.3566,2026-08-04,https://falabella.airavirtual.com/postula/WxwKv2okD23MWWMnUcOk?logged_action=apply&register=true
"Ejecutivo/a Integral, PT 20Hrs. Zona Sur Poniente.",Banco Falabella,"Santiago, Metropolitana, Chile",0.3564,2026-08-04,https://falabella.airavirtual.com/postula/BtamEw36zmUOxBCtuMxu?logged_action=apply&register=true
Supervisor de Producción - San Bernardo,Empresas Carozzi S.A.,"San Bernardo, Metropolitana de Santiago",0.3543,2026-08-04,https://carozzi.trabajando.cl/trabajo-empleo/supervisor-de-produccion-san-bernardo/trabajo/6109041
Asesor/a de Marca Jornada  MJT Tienda Valdivia,Falabella Retail,"Valdivia, Los Ríos, Chile",0.3537,2026-08-04,https://falabella.airavirtual.com/postula/gRsQ7KhtLRNwCLoEVqQg?logged_action=apply&register=true
Asistente de Probadores / Jornada 20hrs PT Sábado y Domingo / Falabella Copiapó,Falabella Retail,"Copiapó, Atacama, Chile",0.3533,2026-08-04,https://falabella.airavirtual.com/postula/YIHKYEvedkrTunlX8ZWT?logged_action=apply&register=true
Consultor/a de Belleza Full Time - Preunic Mall Arauco Maipú,Preunic,"Maipú, Metropolitana de Santiago",0.3511,2026-08-04,https://salcobrand.trabajando.cl/trabajo-empleo/consultor-a-de-belleza-full-time-preunic-mall-arauco-maipu/trabajo/6109240
Asesor/a de Clientes/ Full Time 42hrs Semanales/ Departamento Deportes /Falabella Costanera,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3461,2026-08-04,https://falabella.airavirtual.com/postula/rLgR310O0AUIUwC04dAV?logged_action=apply&register=true
Agente de Servicio a Cliente -  Casaideas,Casaideas,"Santiago, Metropolitana de Santiago",0.3412,2026-08-04,https://casaideas.trabajando.cl/trabajo-empleo/agente-de-servicio-a-cliente-casaideas/trabajo/6108875
Ejecutivo de Venta Producto Financiero(R),Ripley,Tda La Serena (Gesic) - Nuevos Clientes,0.3318,2026-08-04,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/23763?c=ripley
Reponedor logístico de farmacia - Providencia,Farmacias Ahumada S.A.,"Providencia, Metropolitana de Santiago",0.3314,2026-08-04,https://ahumada.trabajando.cl/trabajo-empleo/reponedor-logistico-de-farmacia-providencia/trabajo/6109042
Jefe de Tienda Tricot Talagante,Tricot S.A.,"Talagante, Metropolitana de Santiago",0.3313,2026-08-04,https://tricot.trabajando.cl/trabajo-empleo/jefe-de-tienda-tricot-talagante/trabajo/6109029
Asesor/a de Cliente Part Time 18hrs Sábado y Domingo/ Falabella Rancagua,Falabella Retail,"Rancagua, Libertador B. O Higgins, Chile",0.3303,2026-08-04,https://falabella.airavirtual.com/postula/7u1RhAMaMcgiU7QZwzoT?logged_action=apply&register=true
Jefe/a Departamento Operacional FT 42hrs Hc Estacion Central,Sodimac,"Estación Central, Metropolitana, Chile",0.3261,2026-08-04,https://falabella.airavirtual.com/postula/oObPj4ASv3Yi3rjEhXPf?logged_action=apply&register=true
Administrativo de Expedición,Empresas Carozzi S.A.,"San Bernardo, Metropolitana de Santiago",0.3252,2026-08-04,https://carozzi.trabajando.cl/trabajo-empleo/administrativo-de-expedicion/trabajo/6109221
Asesor/a de Clientes MJ 30Hrs. 5x2 Falabella San Fernando,Falabella Retail,"San Fernando, Libertador B. O Higgins, Chile",0.3156,2026-08-04,https://falabella.airavirtual.com/postula/x7fl32vjXUFBk9tlfKXd?logged_action=apply&register=true
"Jefe/a de Recursos Humanos, Full time, Osorno",Sodimac,"Osorno, Los Lagos, Chile",0.314,2026-08-04,https://falabella.airavirtual.com/postula/ak8G2M9AhW5fHf3A0wj0?logged_action=apply&register=true
Asesor/a de Clientes MJ 30hrs 5x2 rotativo / Falabella Mall Plaza Copiapó,Falabella Retail,"Copiapó, Atacama, Chile",0.3136,2026-08-04,https://falabella.airavirtual.com/postula/IpCw7qRJUjBfWS3IwLCW?logged_action=apply&register=true
Coordinador de Operaciones CD – Logística Supermercados Cencosud,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.3071,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14737?c=cencosud
Auxiliar de Aseo - Bresler La Capilla,Empresas Carozzi S.A.,"San Bernardo, Metropolitana de Santiago",0.3068,2026-08-04,https://carozzi.trabajando.cl/trabajo-empleo/auxiliar-de-aseo-bresler-la-capilla/trabajo/6108927
Subjefe de Tienda - Casaideas Florida Center,Casaideas,"La Florida, Metropolitana de Santiago",0.3064,2026-08-04,https://casaideas.trabajando.cl/trabajo-empleo/subjefe-de-tienda-casaideas-florida-center/trabajo/6108974
Asesor/a de Cliente MJ 30 hrs. Tienda Castro,Falabella Retail,"Castro, Los Lagos, Chile",0.3036,2026-08-04,https://falabella.airavirtual.com/postula/ztUItWsMnCHyHHPv2uxQ?logged_action=apply&register=true
Jefe de Expedición - Paris San Antonio,cencosud,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",0.2986,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14738?c=cencosud
Jefe/a Departamento Operacional FT42 hrs Hc Quilin,Sodimac,"Peñalolén, Metropolitana, Chile",0.2984,2026-08-04,https://falabella.airavirtual.com/postula/lBI0k2V1ALoNrlrI5Ci5?logged_action=apply&register=true
Supervisor de Seguridad,Ripley,Tda Los Angeles - Seguridad,0.2953,2026-08-04,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/17110?c=ripley
"Jefe/a de departamento operacional,FT, HC Copiapo",Sodimac,"Copiapó, Atacama, Chile",0.2949,2026-08-04,https://falabella.airavirtual.com/postula/8lAB7rIyY6BddRCGdhlC?logged_action=apply&register=true
Gerente Cross Dock - Mercado Envíos,mercadolibre,"Santiago,Chile",0.2945,2026-08-04,https://mercadolibre.eightfold.ai/careers/job/43651409
Jefe de Inventario Region Metropolitana,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.2819,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14739?c=cencosud
Subgerente Cross Docking - Mercado Envíos,mercadolibre,"Santiago,Chile",0.2814,2026-08-04,https://mercadolibre.eightfold.ai/careers/job/43651415
"Jefe/a de departamento operacional, FT, HC Ovalle",Sodimac,"Ovalle, Coquimbo, Chile",0.2783,2026-08-04,https://falabella.airavirtual.com/postula/MULPn4gnEmAWQonBtm9R?logged_action=apply&register=true
Diseñador/a de Producto - Mesa & Cocina,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2485,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14735?c=cencosud
Diseñador/a Gráfico Jr Visual Merchandising -  Paris,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2393,2026-08-04,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14736?c=cencosud
Gruero Operario - Plasco,CCU,"Renca, Metropolitana de Santiago, Chile",0.4605,2026-08-03,https://www.trabajaenccu.cl/trabajo/6108707-gruero-operario-plasco
Gerente/Administrador Retail Alvi Calama,Alvi,"Calama, Antofagasta",0.4595,2026-08-03,https://smu.trabajando.cl/trabajo-empleo/gerente-administrador-retail-alvi-calama/trabajo/6108611
Vendor Manager Inventory (VMI),Salcobrand,"Santiago, Metropolitana de Santiago",0.4537,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/vendor-manager-inventory-vmi/trabajo/6108419
Digital Marketing Specialist,Sodimac,"Las Condes, Metropolitana, Chile",0.4435,2026-08-03,https://falabella.airavirtual.com/postula/fDW4uz2mYYRhOV9gqInO?logged_action=apply&register=true
Consultor/a Atracción del Talento - Plan Navidad,Empresas SB,"Santiago, Metropolitana de Santiago",0.4331,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/consultor-a-atraccion-del-talento-plan-navidad/trabajo/6108602
Supervisor/a Servicio Técnico - Iquique,CCU,"Iquique, Tarapacá, Chile",0.4304,2026-08-03,https://www.trabajaenccu.cl/trabajo/6108616-supervisor-a-servicio-tecnico-iquique
Product Manager de Alianzas y Convenios,Pharma Benefits,"Providencia, Metropolitana de Santiago",0.4293,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/product-manager-de-alianzas-y-convenios/trabajo/6108406
Head Comercial Retail Media,Salcobrand,"Providencia, Metropolitana de Santiago",0.4284,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/head-comercial-retail-media/trabajo/6108418
Carpintero Full time 42 hrs// IKEA Parque Arauco,IKEA,"Las Condes, Metropolitana, Chile",0.4269,2026-08-03,https://falabella.airavirtual.com/postula/S7k3FYF82bobuWzBIGBm?logged_action=apply&register=true
Gruero/a Administrativo/a - Renca,CCU,"Renca, Metropolitana de Santiago, Chile",0.417,2026-08-03,https://www.trabajaenccu.cl/trabajo/6108710-gruero-a-administrativo-a-renca
Asistente Administrativo/a - Plan Navidad,Empresas SB,"Santiago, Metropolitana de Santiago",0.4095,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/asistente-administrativo-a-plan-navidad/trabajo/6108601
"Supervisor/a de cajas, PT 25 hrs, Sodimac Lo Barnechea",Sodimac,"Lo Barnechea, Metropolitana, Chile",0.4092,2026-08-03,https://falabella.airavirtual.com/postula/mhFdES61ge1od58FNRvP?logged_action=apply&register=true
Supervisor Control de Calidad,Medcell,"Pudahuel, Metropolitana de Santiago",0.4085,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/supervisor-control-de-calidad/trabajo/6108410
Asesor/a de Marca Mango Jornada PT 20 hrs Fin de Semana Tienda Puerto Montt,Falabella Retail,"Puerto Montt, Los Lagos, Chile",0.4085,2026-08-03,https://falabella.airavirtual.com/postula/o0ur8AuEgX8CdaeJBaE5?logged_action=apply&register=true
Operador Mantenedor Envasado - Renca ,CCU,"Renca, Metropolitana de Santiago, Chile",0.4084,2026-08-03,https://www.trabajaenccu.cl/trabajo/6108705-operador-mantenedor-envasado-renca
Asesor/a de Marca Mango/ Jornada Part Time / Falabella Plaza Vespucio,Falabella Retail,"Las Condes, Metropolitana, Chile",0.405,2026-08-03,https://falabella.airavirtual.com/postula/ykEZmtlQKXLZdD6RbMuM?logged_action=apply&register=true
Analista Senior Inteligencia Operacional,Salcobrand,"Providencia, Metropolitana de Santiago",0.4041,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/analista-senior-inteligencia-operacional/trabajo/6108421
Asistente de Probador /  Part Time 20 Hrs. Sabado Domingo  / Falabella Punta Arenas,Falabella Retail,"Punta Arenas, Magallanes y Antártica Chilena, Chile",0.3955,2026-08-03,https://falabella.airavirtual.com/postula/OLPENm7AvcWTP6bca3VH?logged_action=apply&register=true
Asesor/a de Marca/ Jornada Part Time Sábado y Domingo/ Falabella Arauco Maipú,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3913,2026-08-03,https://falabella.airavirtual.com/postula/uMh9vJiehlYi7XtTENSQ?logged_action=apply&register=true
Asistente de Probador / Full Time L/V 42 Hrs. / Falabella Punta Arenas,Falabella Retail,"Punta Arenas, Magallanes y Antártica Chilena, Chile",0.3913,2026-08-03,https://falabella.airavirtual.com/postula/u04wxI19sEM7OFVXTGab?logged_action=apply&register=true
Supervisor de Seguridad,Ripley,Tda Rancagua - Seguridad,0.3847,2026-08-03,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/22638?c=ripley
Vigilante Bancario Full time 40 hrs 5x2/ Sucursal Viña Mall,Banco Falabella,"Viña del Mar, Valparaíso, Chile",0.3826,2026-08-03,https://falabella.airavirtual.com/postula/49jbkRWcj5kS7IwDXq3g?logged_action=apply&register=true
Supervisor de formulación - Lonquén,Watts S.A.,"San Bernardo, Metropolitana de Santiago",0.3823,2026-08-03,https://watts.trabajando.cl/trabajo-empleo/supervisor-de-formulacion-lonquen/trabajo/6108496
"Jefe de Apertura, Remodelación y Cierre de Locales",Salcobrand,"Providencia, Metropolitana de Santiago",0.3776,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/jefe-de-apertura-remodelacion-y-cierre-de-locales/trabajo/6108424
Promotor/a /Jornada Full Time 42 hrs semanales Lunes a viernes/ Falabella Arauco Maipú,Falabella Retail,"Santiago, Metropolitana, Chile",0.3765,2026-08-03,https://falabella.airavirtual.com/postula/O1pD8URcLKuiPeczS19l?logged_action=apply&register=true
Supervisor/a de Consumo - Temuco,Salcobrand,"Temuco, La Araucanía",0.3713,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/supervisor-a-de-consumo-temuco/trabajo/6108423
Supervisor de Mantenimiento - NOS,Empresas Carozzi,"San Bernardo, Metropolitana de Santiago",0.3694,2026-08-03,https://carozzi.trabajando.cl/trabajo-empleo/supervisor-de-mantenimiento-nos/trabajo/6108446
Software Engineer III,Ripley,Ofi. Alonso De Cordova 5320 - Tecnología,0.3693,2026-08-03,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/23971?c=ripley
"Vigilante Privado 40 hrs 5x2, Agencia Puerto Montt Mall",Banco Falabella,"Puerto Montt, Los Lagos, Chile",0.3678,2026-08-03,https://falabella.airavirtual.com/postula/pHPpI5NYCvmfk2Hpmuib?logged_action=apply&register=true
"Analista de control de calidad, Lonquén ",Watts S.A.,"San Bernardo, Metropolitana de Santiago",0.3677,2026-08-03,https://watts.trabajando.cl/trabajo-empleo/analista-de-control-de-calidad-lonquen/trabajo/6108508
Ingeniero de Fraude,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3663,2026-08-03,https://falabella.airavirtual.com/postula/8mJrDQPYVoJs0L6qDlm5?logged_action=apply&register=true
Auxiliar de Abastecimiento FT 42 hrs. Falabella Rancagua,Falabella Retail,"Rancagua, Libertador B. O Higgins, Chile",0.3652,2026-08-03,https://falabella.airavirtual.com/postula/PiektbOHVQdv7ObSWBZd?logged_action=apply&register=true
Arquitecto(a) SAP,SMU,"Las Condes, Metropolitana de Santiago",0.3638,2026-08-03,https://smu.trabajando.cl/trabajo-empleo/arquitecto-a-sap/trabajo/6108378
Ejecución de Fuerza de Venta Directa - Fintech,mercadolibre,"Región del Maule,Chile",0.363,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/40706852
Jefe área Operaciones - Turno nocturno,Salcobrand,"Santiago, Metropolitana de Santiago",0.363,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/jefe-area-operaciones-turno-nocturno/trabajo/6108408
