title,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,country,url,description_short,description
Auxiliar de cocina (Parrilla) - Part Time - Rincón Jumbo Rancagua,"Rancagua, REGIÓN LIB.GRAL.BDO.O'HIGGINS, CL",Rancagua,REGIÓN LIB.GRAL.BDO.O'HIGGINS,2026-07-06,14420,cencosud,2026-07-12,2026-07-22,0.2157,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14420?c=cencosud,,"¡Únete al equipo de Parrillas Rincón Jumbo Rancagua! ¿Te gusta el mundo de la gastronomía y disfrutas del trabajo en equipo? Estamos en búsqueda de Auxiliares de Cocina para el área de Parrillas, con energía y entusiasmo para apoyar a nuestros Maestros de Cocina. Tus principales funciones serán: 🔹 Apoyar en la preparación y producción de parrillas junto a Ayudantes y Maestros. 🔹 Participar en eventos especiales definidos por la gerencia. 🔹 Cumplir con los estándares de calidad e inocuidad en cada preparación. 🔹 Elaborar productos según el menú semanal de parrillas. Te ofrecemos: ✅ Ambiente dinámico y colaborativo. ✅ Oportunidades de crecimiento y carrera dentro de Rincón Jumbo. ✅ Alimentación en el local y uniforme. ✅ Turnos rotativos en jornada Part Time. Requisitos: -Experiencia previa como auxiliar de cocina en Parrilla (excluyente) -Enseñanza media completa. -Tener 18 años o más. -Disponibilidad para jornada Part Time presencial. -Contrato inicial por 60 días (renovable, con opción a indefinido). Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015 , que incentiva la inclusión de personas con discapacidad en el mundo laboral. 🚀 ¡Postula y vive la experiencia de trabajar en Rincón Jumbo Rancagua – Parrillas!"
Subjefe Seguridad París - Copiapo,"Copiapo, REGIÓN DE ATACAMA, CL",Copiapo,REGIÓN DE ATACAMA,2026-07-06,14421,cencosud,2026-07-12,2026-07-22,0.2511,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14421?c=cencosud,,"🚨 ¡Únete a Paris y fortalece la seguridad en Retail con nosotros en Copiapo! En Paris seguimos trabajando con un propósito claro: “Paris por un mundo mejor”. Hoy buscamos a nuestro próximo Subjefe/a de Seguridad para nuestra tienda en Copiapo, un rol clave que tendrá la responsabilidad de coordinar y fortalecer la gestión del área, especialmente considerando que actualmente no contamos con este cargo en la tienda. Si tienes experiencia liderando equipos de seguridad en retail y te motiva asumir un desafío con alto nivel de responsabilidad, ¡esta oportunidad es para ti! 🔒💼 🔍 ¿Qué harás como Subjefe/a de Seguridad? 🔹 Planificación de dotación: Organizar y coordinar el trabajo del equipo de seguridad, incluyendo turnos y cobertura operativa. 🔹 Coordinación interna: Gestionar colaciones y apoyar en la administración diaria del equipo. 🔹 Supervisión operativa: Velar por el correcto cumplimiento de los procedimientos y protocolos de seguridad en tienda. 🔹 Monitoreo y control: Manejo de cámaras de seguridad y supervisión activa de situaciones de riesgo. 🔹 Apoyo estratégico: Cubrir funciones clave del área y asegurar la continuidad operacional ante la ausencia de jefatura directa. 🧠 Lo que buscamos en ti: ✔️ Experiencia de al menos 2 a 3 años en roles de supervisión en el área de seguridad, idealmente en retail. ✔️ Curso OS-10 vigente y deseable curso de Supervisor de Seguridad. ✔️ Disponibilidad para trabajar en turnos Full Time 🌟 Competencias clave: 🔹 Compromiso y responsabilidad. 🔹 Liderazgo con firmeza y criterio. 🔹 Buenas habilidades blandas y trato cordial. 🔹 Capacidad de mantener cercanía con el equipo, contribuyendo al buen clima laboral de la tienda. 🔹 Perfil idealmente reservado o algo introvertido, acorde al nivel de responsabilidad del rol. 🎁 ¿Qué ofrecemos? ✨ Integrarte a una tienda con muy buen clima laboral y trabajo colaborativo. ✨ Un rol estratégico con autonomía y alta responsabilidad dentro del área de seguridad. ✨ Oportunidad de consolidar tu liderazgo en una empresa referente del retail. ¡Postula y sé parte de nuestro equipo! Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Auxiliar de farmacia Full Time Jumbo Santiago,CL,,,2026-07-06,14430,cencosud,2026-07-12,2026-07-22,0.2411,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14430?c=cencosud,,"¡Porque en Jumbo somos expertos en brindar una buena atención, sabemos que tú eres el indicado para formar parte de nuestro equipo como nuestro nuevo Auxiliar de Farmacia Full Time para apoyar en nuestro Jumbo Santiago. Las Principales funciones del cargo son colaborar en la dispensación, expendio y/o venta, gestión de almacenamiento, y todo lo concerniente a los medicamentos en la Farmacia. Beneficios asociados al cargo: - Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. - Aguinaldo de navidad y fiestas patrias. - Bono por vacaciones. - Y podrás optar a muchos otros, como un completo Seguro Complementario de Salud, Bono por Escolaridad, Bono por nacimiento de hijo(a), entre otros. Te invitamos a vivir una gran experiencia, donde existen espacios INCLUSIVOS en los que se valoran tus capacidades, convicciones, competencias, experiencia y te desafiamos a desarrollarte constantemente junto a nosotros."
Ejecutivo Comercial Cenco Malls,CL,,,2026-07-06,14423,cencosud,2026-07-12,2026-07-22,0.2455,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14423?c=cencosud,,"En Cenco Malls estamos en búsqueda de Ejecutivo comercial excepcional y apasionado, ¿eres tú?, ¡tu siguiente gran desafío está aquí! Únete a nosotros y sé el protagonista de una carrera que trasciende límites. Eleva tus habilidades y forma parte de un equipo que valora la innovación y el impacto. ¡No te pierdas la oportunidad de marcar la diferencia! Aplica ahora y comienza tu viaje hacia el éxito extraordinario. Te presentamos algunas de tus responsabilidades para que te motives 🙌! - Desarrollar estrategias comerciales para impulsar el crecimiento de nuestros centros comerciales - Asegurar relaciones sólidas y duraderas con los locatarios - Analizar la industria para identificar oportunidades clave - Hacer gestión interna y externa de los distintos documentos - Resolver problemas y brindar apoyo integral a los locatarios - Participación en el desarrollo de nuevos proyectos en Cenco Malls ¿Qué buscamos de ti 🔎? Que te desafíes a crear, ejecutar y colaborar en estrategias innovadoras que impulsen el crecimiento del negocio. Desear sumergirte en el análisis detallado de la industria para descubrir tendencias, oportunidades y desafíos. Que puedas generar relaciones sólidas y duraderas con nuestros valiosos locatarios, fomentando la lealtad y la colaboración a largo plazo. ¿Por qué unirte a Cencosud? - Cultura de trabajo colaborativa y dinámica. - Oportunidades de crecimiento profesional. - Compromiso con la diversidad y la igualdad de oportunidades. ¡Únete a nosotros y sé parte del éxito de Cencosud!"
"Quimico Farmacéutico Part Time fines de semana, Santiago",CL,,,2026-07-06,14424,cencosud,2026-07-12,2026-07-22,0.2795,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14424?c=cencosud,,"Si piensas como nosotros que las funciones y el rol del Químico Farmacéutico debe tener estrecha relación con su formación profesional, poniendo como eje central la atención… Entonces este desafío laboral y profesional es para ti!!😀 Nos encontramos en búsqueda del mejor Químico Farmacéutico Part Time (Fines de semana, 20 horas) para nuestra Farmacia Jumbo, Santiago. Todas las funciones tienen estrecha relación con la formación académica y profesional del Químico Farmacéutico, respetando al 100% la normativa legal y profesional ¿Qué otras cosas puedes obtener con nosotros? Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. Seguridad y tranquilidad: todas nuestras Farmacias se encuentran en el interior de nuestros Supermercados Aguinaldo de navidad y fiestas patrias. Colación El mejor lugar para trabajar y estabilidad a toda prueba Y podrás optar a muchos otros beneficios !! ¡¡No lo pienses más y sé parte de nuestras Farmacias Jumbo 🐘💚!!"
"Químico Farmacéutico Part Time Fines de Semana, Jumbo Rancagua","Rancagua, REGIÓN LIB.GRAL.BDO.O'HIGGINS, CL",Rancagua,REGIÓN LIB.GRAL.BDO.O'HIGGINS,2026-07-06,14426,cencosud,2026-07-12,2026-07-22,0.3148,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14426?c=cencosud,,"Si piensas como nosotros que las funciones y el rol del Químico Farmacéutico debe tener estrecha relación con su formación profesional, poniendo como eje central la atención… Entonces este desafío laboral y profesional es para ti!!😀 Nos encontramos en búsqueda del mejor Químico Farmacéutico Part Time (Fines de semana, 20 horas) para nuestra Farmacia Jumbo Rancagua. Todas las funciones tienen estrecha relación con la formación académica y profesional del Químico Farmacéutico, respetando al 100% la normativa legal y profesional ¿Qué otras cosas puedes obtener con nosotros? Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. Seguridad y tranquilidad: todas nuestras Farmacias se encuentran en el interior de nuestros Supermercados Aguinaldo de navidad y fiestas patrias. Colación El mejor lugar para trabajar y estabilidad a toda prueba Y podrás optar a muchos otros beneficios !! ¡¡No lo pienses más y sé parte de nuestras Farmacias Jumbo 🐘💚!!"
"Químico Farmacéutico Full time, Jumbo Rancagua","Rancagua, REGIÓN LIB.GRAL.BDO.O'HIGGINS, CL",Rancagua,REGIÓN LIB.GRAL.BDO.O'HIGGINS,2026-07-06,14427,cencosud,2026-07-12,2026-07-22,0.357,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14427?c=cencosud,,"Si piensas como nosotros que las funciones y el rol del Químico Farmacéutico debe tener estrecha relación con su formación profesional, poniendo como eje central la atención… Entonces este desafío laboral y profesional es para ti!!😀 Nos encontramos en búsqueda del mejor Químico Farmacéutico Full Time para nuestra Farmacia Jumbo en nuestro local ubicado en Rancagua. Todas las funciones tienen estrecha relación con la formación académica y profesional del Químico Farmacéutico, respetando al 100% la normativa legal y profesional ¿Qué esperamos de ti? Elevada ética profesional en el ejercicio de tus funciones. Que te apasione y disfrutes de la atención de clientes Título profesional de Químico Farmacéutico (excluyente) Registro al día en la Superintendencia de Salud Disponibilidad para trabajar en turnos rotativos ¿Qué otras cosas puedes obtener con nosotros? Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. Seguridad y tranquilidad: todas nuestras Farmacias se encuentran en el interior de nuestros Supermercados Aguinaldo de navidad y fiestas patrias. Colación El mejor lugar para trabajar y estabilidad a toda prueba Y podrás optar a muchos otros beneficios !! ¡¡No lo pienses más y sé parte de nuestras Farmacias Jumbo 🐘💚!!"
"Quimico Farmacéutico Full Time, Santiago",CL,,,2026-07-06,14428,cencosud,2026-07-12,2026-07-22,0.3374,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14428?c=cencosud,,"Si piensas como nosotros que las funciones y el rol del Químico Farmacéutico debe tener estrecha relación con su formación profesional, poniendo como eje central la atención… Entonces este desafío laboral y profesional es para ti!!😀 Nos encontramos en búsqueda del mejor Químico Farmacéutico Full Time para nuestra Farmacia Jumbo en nuestro local ubicado en Santiago. Todas las funciones tienen estrecha relación con la formación académica y profesional del Químico Farmacéutico, respetando al 100% la normativa legal y profesional ¿Qué esperamos de ti? Elevada ética profesional en el ejercicio de tus funciones. Que te apasione y disfrutes de la atención de clientes Título profesional de Químico Farmacéutico (excluyente) Registro al día en la Superintendencia de Salud Disponibilidad para trabajar en turnos rotativos ¿Qué otras cosas puedes obtener con nosotros? Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. Seguridad y tranquilidad: todas nuestras Farmacias se encuentran en el interior de nuestros Supermercados Aguinaldo de navidad y fiestas patrias. Colación El mejor lugar para trabajar y estabilidad a toda prueba Y podrás optar a muchos otros beneficios !! ¡¡No lo pienses más y sé parte de nuestras Farmacias Jumbo 🐘💚!!"
Consultor Junior de Estrategia & Planificación de RRHH!,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-07-06,14434,cencosud,2026-07-12,2026-07-22,0.3953,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14434?c=cencosud,,"¡Súmate como Consultor Junior de Estrategia Planificación de RRHH! ¿Te apasiona el análisis de datos, la planificación estratégica y el impacto que las personas generan en los resultados del negocio? Esta es tu oportunidad para desarrollarte en un equipo que impulsa iniciativas clave para la gestión de personas a nivel regional. Buscamos un/a Consultor Junior de Estrategia Planificación de RRHH para integrarse a la Gerencia de People Performance Strategy, aportando con análisis, gestión de información y seguimiento de proyectos que contribuyan a la toma de decisiones estratégicas de la organización. ¿Qué desafíos tendrás? 📊 Analizar y gestionar información proveniente de distintas fuentes, asegurando la calidad y consistencia de los datos. 📈 Participar en diagnósticos y análisis estratégicos de Recursos Humanos, elaborando reportes, presentaciones e insumos para la toma de decisiones. 🎯 Realizar seguimiento a iniciativas estratégicas de personas, monitoreando avances, hitos y compromisos. 📑 Desarrollar y mantener reportería, dashboards y bases de datos que permitan visualizar el avance de los proyectos. 🤝 Coordinar el levantamiento y consolidación de información con distintas áreas de la compañía y actores clave."
Líder de Retención Digital Easy,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-07-06,14435,cencosud,2026-07-12,2026-07-22,0.2705,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14435?c=cencosud,,"¡Buscamos a nuestro próximo Líder de Retención Digital! ¿Te apasiona entender el comportamiento de los clientes, transformar datos en estrategias y generar experiencias que impulsen la fidelización? Esta oportunidad puede ser para ti. En Easy estamos buscando un/a Líder de Retención Digital para sumarse al equipo de Negocios Digitales, con el desafío de diseñar y liderar estrategias de retención que potencien el crecimiento de nuestra base de clientes digitales. ¿Cuál será tu misión? Serás responsable de diseñar y ejecutar programas de activación, fidelización, prevención de fuga y recuperación de clientes, utilizando análisis de datos, segmentación avanzada y campañas personalizadas para maximizar el valor de vida de nuestros clientes (CLV). ¿Qué desafíos tendrás? ✨ Analizar la base de clientes y detectar oportunidades de crecimiento. ✨ Diseñar estrategias de ciclo de vida para clientes nuevos, activos y en riesgo. ✨ Crear y optimizar campañas multicanal (Email, Push, SMS, WhatsApp y más). ✨ Implementar pruebas A/B y metodologías de experimentación para medir impacto real. ✨ Impulsar la evolución tecnológica de las herramientas de CRM, automatización e IA. ✨ Trabajar colaborativamente con equipos comerciales, marketing, datos y partners estratégicos."
Auxiliar de Farmacia PT 20 hrs. (Fines de semana) - Jumbo Santiago,CL,,,2026-07-03,14406,cencosud,2026-07-12,2026-07-22,0.245,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14406?c=cencosud,,"¡Porque en Jumbo somos expertos en brindar una buena atención, sabemos que tú eres el indicado para formar parte de nuestro equipo como nuestro nuevo Auxiliar de Farmacia PartTime 20 hrs (FIN DE SEMANA) para apoyar en un Jumbo en Santiago. Las Principales funciones del cargo son colaborar en la dispensación, expendio y/o venta, gestión de almacenamiento, y todo lo concerniente a los medicamentos en la Farmacia. Beneficios asociados al cargo: - Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. - Aguinaldo de navidad y fiestas patrias. - Bono por vacaciones. - Y podrás optar a muchos otros, como un completo Seguro Complementario de Salud, Bono por Escolaridad, Bono por nacimiento de hijo(a), entre otros. Te invitamos a vivir una gran experiencia, donde existen espacios INCLUSIVOS en los que se valoran tus capacidades, convicciones, competencias, experiencia y te desafiamos a desarrollarte constantemente junto a nosotros."
Auditor Semi Senior,CL,,,2026-07-03,14400,cencosud,2026-07-12,2026-07-22,0.3746,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14400?c=cencosud,,"📊 Auditor/a Semi Senior de Procesos | Cencosud En Cencosud buscamos incorporar a nuestro próximo/a Auditor/a Semi Senior de Procesos para sumarse a la Gerencia Corporativa de Auditoría Interna. Si te motiva comprender cómo funcionan los procesos de negocio, identificar oportunidades de mejora y generar impacto en distintas áreas de una de las compañías líderes de retail en Latinoamérica, este desafío es para ti. 🎯 ¿Cuál será tu misión? Fortalecer el ambiente de control de la compañía mediante la evaluación de procesos, riesgos y controles, asegurando que las distintas áreas del negocio operen de manera eficiente, mitigando riesgos y promoviendo mejores prácticas que agreguen valor a la organización. 🔍 Principales desafíos Participar en auditorías de procesos a nivel corporativo y en las distintas unidades de negocio de la compañía. Levantar, documentar y analizar procesos mediante narrativas y flujogramas, identificando riesgos críticos y controles asociados. Evaluar el diseño y efectividad de los controles existentes mediante pruebas y análisis de evidencia. Identificar oportunidades de mejora y elaborar recomendaciones que contribuyan al fortalecimiento de los procesos y controles internos. Documentar hallazgos y conclusiones en informes ejecutivos y papeles de trabajo que respalden cada revisión realizada. Realizar seguimiento a planes de acción y monitorear la implementación de mejoras comprometidas por las distintas áreas. Participar en iniciativas de auditoría continua, utilizando herramientas analíticas y tecnología para detectar riesgos y oportunidades de forma preventiva. 👀 ¿Qué buscamos? Título profesional de Contador Auditor, Ingeniería Comercial, Ingeniería Civil o carrera afín. Al menos 3 años de experiencia laboral, idealmente en auditoría, riesgos, control interno o evaluación de procesos. Conocimiento y experiencia en levantamiento, análisis y evaluación de procesos. Manejo avanzado de Excel y Power BI. Deseable experiencia utilizando herramientas de análisis de datos como SQL, Python u otras plataformas de gestión de bases de datos. Alta capacidad analítica, orientación al detalle y habilidades de comunicación. 🌟 ¿Por qué sumarte? Tendrás exposición transversal con las distintas áreas corporativas y unidades de negocio de Cencosud. Participarás en proyectos que impactan directamente en la eficiencia operativa y gestión de riesgos de la compañía. Podrás desarrollar una mirada integral del negocio, interactuando con equipos de diversas disciplinas y niveles organizacionales. Serás parte de un equipo que impulsa la mejora continua, la innovación y el fortalecimiento de los procesos internos. 🌈 En Cencosud promovemos un ambiente de trabajo inclusivo, diverso y respetuoso. Creemos que la diversidad de experiencias, perspectivas y talentos fortalece nuestros equipos y nos permite generar mejores resultados para nuestros clientes y colaboradores."
Coordinador/a Visual Merchandising - Paris,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-07-03,14402,cencosud,2026-07-12,2026-07-22,0.2586,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14402?c=cencosud,,"Coordinador/a Visual Merchandising - Paris Descripción del cargo ¿Te apasiona crear experiencias de compra atractivas y transformar los espacios comerciales en entornos que conecten con los clientes? En Paris buscamos un/a Coordinador/a Visual Merchandising para integrarse al área de Marketing, con el desafío de diseñar e implementar estrategias visuales que potencien la experiencia de compra, fortalezcan la identidad de nuestras marcas y contribuyan al cumplimiento de los objetivos comerciales. ¿Cuál será tu misión? Serás responsable de diseñar, coordinar e implementar estrategias de Visual Merchandising para las categorías y marcas asignadas, asegurando una ejecución consistente de los estándares visuales en todos los puntos de venta. Tu gestión buscará optimizar la experiencia del cliente, maximizar la productividad de los espacios comerciales y apoyar el crecimiento de las ventas. Principales desafíos: - Diseñar propuestas de exhibición, layouts, comunicación visual y presentación de productos alineadas a la estrategia comercial - Coordinar y asegurar la correcta implementación de estándares visuales en tiendas a nivel nacional - Gestionar la ejecución de campañas comerciales, lanzamientos, eventos y cambios de temporada. - Realizar visitas periódicas a tiendas para evaluar la implementación de los lineamientos visuales e identificar oportunidades de mejora. - Capacitar y acompañar a equipos de tienda en estándares de exhibición y presentación comercial. - Coordinar proyectos con áreas como Marketing, Comercial, Planificación, Arquitectura, Operaciones y Tiendas. - Gestionar proveedores de mobiliario, gráficas, material POP y elementos de exhibición. - Velar por la correcta implementación de campañas, remodelaciones y proyectos estratégicos de la compañía. ¿Qué buscamos? Formación: Diseño de Interiores, Diseño Industrial, Diseño de Vestuario, Diseño Gráfico, Arquitectura, Técnico o Profesional en Visual Merchandising o carreras afines Experiencia: Al menos 3 años de experiencia en Visual Merchandising, Retail o Diseño Comercial. Experiencia coordinando proyectos comerciales y trabajando con equipos multifuncionales. Conocimientos: Photoshop intermedio. Illustrator intermedio. AutoCAD o SketchUp intermedio. Conocimientos de Visual Merchandising, Retail Management, Trade Marketing y Marketing Retail. Gestión de proyectos y experiencia de cliente. Inglés Intermedio"
Auxiliar de Farmacia Full Time - Jumbo La Reina,"Santiago, REGIÓN METROPOLITANA, CL",Santiago,REGIÓN METROPOLITANA,2026-07-03,14403,cencosud,2026-07-12,2026-07-22,0.2954,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14403?c=cencosud,,"¡Porque en Jumbo somos expertos en brindar una buena atención, sabemos que tú eres el indicado para formar parte de nuestro equipo como nuestro nuevo Auxiliar de Farmacia Full Time para apoyar en nuestro Jumbo La Reina. Las Principales funciones del cargo son colaborar en la dispensación, expendio y/o venta, gestión de almacenamiento, y todo lo concerniente a los medicamentos en la Farmacia. Beneficios asociados al cargo: - Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. - Aguinaldo de navidad y fiestas patrias. - Bono por vacaciones. - Y podrás optar a muchos otros, como un completo Seguro Complementario de Salud, Bono por Escolaridad, Bono por nacimiento de hijo(a), entre otros. Te invitamos a vivir una gran experiencia, donde existen espacios INCLUSIVOS en los que se valoran tus capacidades, convicciones, competencias, experiencia y te desafiamos a desarrollarte constantemente junto a nosotros."
Auxiliar de Farmacia Full Time - Jumbo El Belloto,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",Valparaiso,REGIÓN DE VALPARAÍSO,2026-07-03,14404,cencosud,2026-07-12,2026-07-22,0.2784,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14404?c=cencosud,,"¡Porque en Jumbo somos expertos en brindar una buena atención, sabemos que tú eres el indicado para formar parte de nuestro equipo como nuestro nuevo Auxiliar de Farmacia Full Time para apoyar en nuestro Jumbo El Belloto Las Principales funciones del cargo son colaborar en la dispensación, expendio y/o venta, gestión de almacenamiento, y todo lo concerniente a los medicamentos en la Farmacia. Beneficios asociados al cargo: - Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. - Aguinaldo de navidad y fiestas patrias. - Bono por vacaciones. - Y podrás optar a muchos otros, como un completo Seguro Complementario de Salud, Bono por Escolaridad, Bono por nacimiento de hijo(a), entre otros. Te invitamos a vivir una gran experiencia, donde existen espacios INCLUSIVOS en los que se valoran tus capacidades, convicciones, competencias, experiencia y te desafiamos a desarrollarte constantemente junto a nosotros."
Auxiliar de Farmacia PT 20 hrs. (Fines de semana) - Jumbo El Belloto.,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",Valparaiso,REGIÓN DE VALPARAÍSO,2026-07-03,14405,cencosud,2026-07-12,2026-07-22,0.2691,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14405?c=cencosud,,"¡Porque en Jumbo somos expertos en brindar una buena atención, sabemos que tú eres el indicado para formar parte de nuestro equipo como nuestro nuevo Auxiliar de Farmacia PartTime 20 hrs (FIN DE SEMANA) para apoyar en nuestro Jumbo el Belloto. Las Principales funciones del cargo son colaborar en la dispensación, expendio y/o venta, gestión de almacenamiento, y todo lo concerniente a los medicamentos en la Farmacia. Beneficios asociados al cargo: - Descuentos Cruzados: Podrás comprar con descuentos no solo en Jumbo, sino que también en las distintas unidades de negocio de Cencosud: Easy, Santa Isabel, y Paris. - Aguinaldo de navidad y fiestas patrias. - Bono por vacaciones. - Y podrás optar a muchos otros, como un completo Seguro Complementario de Salud, Bono por Escolaridad, Bono por nacimiento de hijo(a), entre otros. Te invitamos a vivir una gran experiencia, donde existen espacios INCLUSIVOS en los que se valoran tus capacidades, convicciones, competencias, experiencia y te desafiamos a desarrollarte constantemente junto a nosotros."
Analista de Nuevos Negocios | Logística & Distribución CD Renca,CL,,,2026-07-03,14407,cencosud,2026-07-12,2026-07-22,0.3699,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14407?c=cencosud,,"🚀 Analista de Nuevos Negocios | Logística Distribución CD Renca En Cencosud buscamos a nuestro próximo/a Analista de Nuevos Negocios para integrarse al equipo de Nuevos Negocios de la Gerencia de Distribución y Desarrollo del centro de distribución de Paris en Renca. Si te apasiona el análisis de datos, la logística y la optimización de procesos, y quieres ser parte de un equipo que impulsa nuevos modelos de operación y crecimiento dentro del retail, este desafío es para ti. 🎯 ¿Cuál será tu misión? Transformar datos en decisiones, generando insights que permitan mejorar la experiencia de nuestros clientes y optimizar indicadores clave de negocio. Serás responsable de identificar oportunidades, detectar desviaciones, analizar causas raíz y proponer acciones que impacten directamente en la eficiencia operacional de iniciativas como Marketplace, Retiro en Punto, Ship From Store y Venta en Verde. 🔍 Principales responsabilidades -Monitorear y analizar indicadores clave de desempeño asociados a las distintas modalidades de entrega, incluyendo On Time Delivery (OTD), nivel de servicio, costos logísticos y gestión de pendientes. -Evaluar el desempeño de los distintos flujos logísticos, identificando oportunidades de mejora por carrier, seller, tienda o zona geográfica. -Analizar causas raíz de incumplimientos y desviaciones mediante metodologías de segmentación, Pareto y análisis de datos, proponiendo iniciativas concretas para mejorar resultados. -Diseñar recomendaciones y planes de acción, definiendo impacto esperado, responsables y plazos de implementación. Velar por la calidad, consistencia y gobernanza de la información utilizada para la toma de decisiones. -Participar en proyectos estratégicos mediante el desarrollo de casos de negocio, estimaciones de impacto y mediciones de resultados antes y después de la implementación. -Construir reportes, análisis e indicadores que permitan dar visibilidad al desempeño operativo y apoyar decisiones de negocio. 🤝 ¿Con quién trabajarás? Tendrás una exposición transversal al negocio, colaborando estrechamente con equipos de Nuevos Negocios, Planning, Presupuesto y Continuidad Operacional, participando en discusiones estratégicas asociadas a logística, servicio y experiencia de cliente. 👀 ¿Qué buscamos? Formación en Ingeniería Civil Industrial o Ingeniería Comercial. Entre 0 y 1 año de experiencia laboral o profesional. Manejo avanzado de Excel. Conocimiento de SQL. Deseable manejo de Power BI. Inglés básico. Pensamiento analítico, capacidad de resolución de problemas y orientación a resultados. Habilidad para comunicar insights y traducir datos complejos en recomendaciones accionables. 🌟 ¿Por qué sumarte? Participarás en proyectos vinculados a algunos de los principales desafíos logísticos y digitales del retail. Tendrás visibilidad sobre procesos e iniciativas estratégicas de negocio. Trabajarás con modelos innovadores de distribución y experiencia de cliente. Desarrollarás habilidades analíticas y de negocio en un entorno dinámico y de aprendizaje constante. Formarás parte de una compañía líder en retail con operaciones de gran escala y foco en innovación. 🌈 En Cencosud promovemos equipos diversos e inclusivos, convencidos de que distintas miradas y experiencias enriquecen la toma de decisiones y potencian la innovación."
