title,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,country,url,description_short,description
Category Manager Perfumería,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-22,14163,cencosud,2026-07-12,2026-07-21,0.374,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14163?c=cencosud,,"En Paris queremos sumar a una persona con iniciativa, visión comercial y ganas de aprender para formar parte de una compañía líder que está transformando la industria. 🚀 ¿Qué harás en este desafío? • Apoyarás al Product Manager en la gestión integral de la categoría de Perfumería. • Participarás en la activación de promociones, estrategias de precios y lanzamientos. • Trabajarás junto a Marketing y Visual Merchandising para desarrollar campañas con impacto en tiendas y canales digitales. • Visitarás tiendas y analizarás el mercado para identificar oportunidades y tendencias. • Supervisarás el catálogo digital para asegurar una experiencia atractiva para nuestros clientes. • Colaborarás con proveedores y socios estratégicos para potenciar la categoría. ¿Qué buscamos? ✔ Ingeniero/a Comercial o Ingeniero/a Civil ✔ Excel Intermedio ✔ 0 a 1 año de experiencia ✔ Proactividad, motivación y ganas de desarrollarte en retail ¿Por qué Paris? • Crecimiento y aprendizaje continuo • Equipos colaborativos y diversos • Espacio para aportar ideas y generar impacto real"
Técnico en Mantenimiento - Paris Puente Alto,"Cordillera, REGIÓN METROPOLITANA, CL",Cordillera,REGIÓN METROPOLITANA,2026-05-20,14146,cencosud,2026-07-12,2026-07-22,0.2119,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14146?c=cencosud,,"🔧 ¡Únete a Paris como Técnico en Mantenimiento y sé parte de nuestro equipo! #ParisPorUnMundoMejor En Paris buscamos personas comprometidas, proactivas y orientadas a la excelencia operativa para integrarse como Técnico en Mantenimiento en nuestra tienda de Paris Puente Alto. 🎯 Tu principal misión será asegurar la continuidad operativa y el correcto funcionamiento de equipos, instalaciones e infraestructura de la tienda, ejecutando mantenciones preventivas y correctivas bajo los estándares técnicos, normativos y de seguridad de la compañía. 🧩 ¿Qué harás en este cargo? 🔹 Ejecutar mantenciones preventivas y correctivas en áreas como electricidad, climatización, refrigeración, servicios sanitarios, gasfitería, obras civiles y estructuras metálicas. 🔹 Velar por el correcto funcionamiento de equipos e instalaciones, asegurando una operación segura y eficiente. 🔹 Diagnosticar y resolver incidencias técnicas, proponiendo mejoras continuas para optimizar los procesos de mantenimiento. 🔹 Supervisar y recibir trabajos realizados por proveedores externos. 🔹 Realizar chequeos periódicos en salas técnicas y pruebas de operatividad de equipos. 🔹 Cumplir con los estándares de seguridad, orden y uso de elementos de protección personal. 🔹 Trabajar colaborativamente con distintas áreas para garantizar la mejor experiencia para nuestros clientes y equipos. 🌟 Beneficios de ser parte de Paris ✔ Ambiente dinámico y de aprendizaje continuo. ✔ Oportunidades de desarrollo y crecimiento profesional. ✔ Ser parte de una compañía comprometida con la innovación, la seguridad y la excelencia operativa. ✔ Integrarte a un equipo colaborativo y orientado a la mejora continua. 🎓 ¿Qué buscamos? Técnico nivel medio o superior en Mantenimiento o carreras afines. Experiencia mínima de 1 año en cargos similares. Conocimientos en electricidad, refrigeración, climatización, gasfitería, mecánica y obras civiles. Deseable experiencia trabajando con proveedores externos. Persona responsable, resolutiva, organizada y con capacidad para trabajar bajo presión en entornos dinámicos. 📩 ¡Postula ahora y sé parte de Paris para construir un mundo mejor desde el retail!"
Jefe de Personas - Quilín,"Santiago, REGIÓN METROPOLITANA, CL",Santiago,REGIÓN METROPOLITANA,2026-05-20,14145,cencosud,2026-07-12,2026-07-22,0.2939,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14145?c=cencosud,,"💼 ¡Estamos buscando a nuestro/a próximo/a Referente de Personas en Paris Los Angeles! 💼 ¿Te interesa el área de personas y quieres ser parte de un equipo que trabaja con foco en las personas, la excelencia y el propósito? En Paris, parte de Cencosud, buscamos a alguien como tú: comprometido/a, cercano/a y proactivo/a, para integrarse a nuestro equipo en Paris Los Ángeles 🏙️ 🔍 ¿Cuál será tu misión? Serás responsable de brindar soporte administrativo y operativo en los distintos procesos del área de Personas, apoyando en tareas clave como ingreso de colaboradores, asistencia, remuneraciones, documentación y atención a equipos. 🛠️ Tus principales funciones serán: ✔ Apoyar procesos de contratación, ingreso y desvinculación. ✔ Mantener actualizada la documentación laboral del personal. ✔ Gestionar licencias médicas, asistencia y turnos. ✔ Ser punto de contacto para colaboradores ante dudas o requerimientos. ✔ Asegurar el cumplimiento de políticas internas y normativa laboral vigente. 🎯 ¿Qué buscamos en ti? ✅ Formación técnica o universitaria en Recursos Humanos, Administración o carreras afines. ✅ Experiencia previa en cargos similares (idealmente en retail o servicios). ✅ Manejo de herramientas digitales y sistemas de RRHH."
BI Engineer Cencosud Media,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-19,14138,cencosud,2026-07-12,2026-07-22,0.4947,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14138?c=cencosud,,"🚀 ¡Estamos buscando un/a BI Engineer Pleno para sumarse al equipo de Ecosistema Retail! ¿Te motiva transformar datos en insights que impacten decisiones reales de negocio? ¿Te interesa trabajar en un entorno dinámico, colaborativo y con foco en innovación? Entonces esta oportunidad puede ser para ti. En Cencosud impulsamos la transformación digital del retail a gran escala, desarrollando soluciones basadas en datos que generan impacto en millones de clientes y en múltiples unidades de negocio de la región. 📌 Principales desafíos del rol: Mantener pipelines de datos (ETL/ELT) utilizando SQL, Python y Databricks. Construir modelos semánticos y asegurar consistencia de métricas. Desarrollar dashboards y reportes en Power BI con visualizaciones avanzadas. Participar en integraciones y manejo básico de versiones con GitHub. Trabajar junto a Analistas de Datos, Product Owners y Diseño para generar soluciones innovadoras orientadas al negocio."
Controlador Cajas Part Time - Jumbo Copiapó,"Copiapo, REGIÓN DE ATACAMA, CL",Copiapo,REGIÓN DE ATACAMA,2026-05-19,14132,cencosud,2026-07-12,2026-07-22,0.337,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14132?c=cencosud,,"📢 Control Cajas Part Time | Jumbo Copiapó En Jumbo San Copiapó estamos en búsqueda de un/a Control Cajas Part Time, quien será responsable de apoyar la supervisión de la operación en cajas, asegurando el correcto funcionamiento del área y una atención de calidad a nuestros clientes. Misión del cargo Supervisar y apoyar la correcta ejecución de los procesos en cajas, asegurando el cumplimiento de los estándares operacionales y promoviendo un servicio de excelencia. Principales funciones: Supervisar la correcta marcación de productos en cajas. Velar por el orden y aseo del área de cajas. Asegurar que los cajeros cuenten con sus materiales de trabajo. Atender requerimientos administrativos que surjan en el área. Fomentar el trabajo en equipo entre los cajeros. Brindar atención a clientes con actitud positiva y resolutiva. Investigar causas de reclamos y gestionar soluciones oportunas. Apoyar en la instrucción sobre el uso y mantenimiento de cajas registradoras. Promover una atención de calidad en todo momento. Retroalimentar y reforzar conocimientos del equipo de cajas. Perfil del cargo: Orientación al trabajo en equipo. Capacidad de resolución de conflictos. Enfoque en prevención de riesgos. Buenas relaciones interpersonales. Excelente presentación personal. Capacidad de delegar funciones. Proactividad, iniciativa y tolerancia al trabajo bajo presión y al cambio. Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. Si te interesa seguir desarrollándote en el área de cajas y asumir nuevos desafíos dentro de la compañía, ¡te invitamos a postular a esta oportunidad interna! 🚀"
Bartender - Full Time - Rincón Jumbo Kennedy,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-18,14128,cencosud,2026-07-12,2026-07-22,0.1745,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14128?c=cencosud,,"🍸 ¡Únete al Equipo de Rincón Jumbo Kennedy como Bartender! 🍸 ¿Eres tremendo/a preparando cócteles y disfrutas entregar un servicio con onda? En Rincón Jumbo estamos buscando un Bartender con actitud, buena mano y carisma para alegrar la barra y sorprender a nuestros clientes. ✨ Lo Que Harás (Y Lo Que Te Va a Encantar): ✔ Preparar los mejores cócteles siguiendo las recetas de Rincón Jumbo, con tu toque personal. ✔ Atender con buena onda – porque no solo servimos tragos, ¡creamos experiencias bacanes! ✔ Mantener el bar en orden – chequear insumos, fechas de vencimiento y dejar todo brillando. ✔ Trabajar en equipo con gente comprometida y alegre, en un ambiente rápido y entretenido. 🔎 ¿Eres el Bartender que Buscamos? ✔ Experiencia en bares o restaurantes (¡si has trabajado antes como bartender, mejor!). ✔ Buena presencia y actitud de servicio – sonreír y conversar con los clientes es clave. ✔ Ordenado/a y detallista – que no se te pase ni un limón mal cortado ni un licor por vencer. ✔ Resistencia y energía – porque en horario peak hay que moverse rápido y con buena cara. Requisitos: - Enseñanza Media Completa (para todos los cargos que no sean jefaturas o encargados) - Contar con 18 años o más. - Disponibilidad para trabajo presencial - Disponibilidad para jornada Full Time o Part Time (según corresponda) y turnos rotativos - Contrato inicial por 60 días, con renovación por otros 60 días, con posibilidad de pasar a plazo indefinido. 🎁 ¿Qué Ofrecemos? ✔ Alimentación en el local. ✔ Uniforme. ✔ Oportunidad de desarrollo de carrera. ✔ Bus de acercamiento en turno de tarde (salida del turno). Llegan a Plaza Maipú y Pudahuel. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación . Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ¡Vamos a mezclar talento y pasión por los buenos tragos! 🍹🔥"
Bartender - Part Time - Rincón Jumbo Kennedy,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-18,14127,cencosud,2026-07-12,2026-07-22,0.1818,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14127?c=cencosud,,"🍸 ¡Únete al Equipo de Rincón Jumbo Kennedy como Bartender! 🍸 ¿Eres tremendo/a preparando cócteles y disfrutas entregar un servicio con onda? En Rincón Jumbo estamos buscando un Bartender con actitud, buena mano y carisma para alegrar la barra y sorprender a nuestros clientes. ✨ Lo Que Harás (Y Lo Que Te Va a Encantar): ✔ Preparar los mejores cócteles siguiendo las recetas de Rincón Jumbo, con tu toque personal. ✔ Atender con buena onda – porque no solo servimos tragos, ¡creamos experiencias bacanes! ✔ Mantener el bar en orden – chequear insumos, fechas de vencimiento y dejar todo brillando. ✔ Trabajar en equipo con gente comprometida y alegre, en un ambiente rápido y entretenido. 🔎 ¿Eres el Bartender que Buscamos? ✔ Experiencia en bares o restaurantes (¡si has trabajado antes como bartender, mejor!). ✔ Buena presencia y actitud de servicio – sonreír y conversar con los clientes es clave. ✔ Ordenado/a y detallista – que no se te pase ni un limón mal cortado ni un licor por vencer. ✔ Resistencia y energía – porque en horario peak hay que moverse rápido y con buena cara. Requisitos: - Enseñanza Media Completa (para todos los cargos que no sean jefaturas o encargados) - Contar con 18 años o más. - Disponibilidad para trabajo presencial - Disponibilidad para jornada Full Time o Part Time (según corresponda) y turnos rotativos - Contrato inicial por 60 días, con renovación por otros 60 días, con posibilidad de pasar a plazo indefinido. 🎁 ¿Qué Ofrecemos? ✔ Alimentación en el local. ✔ Uniforme. ✔ Oportunidad de desarrollo de carrera. ✔ Bus de acercamiento en turno de tarde (salida del turno). Llegan a Plaza Maipú y Pudahuel. 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación . Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ¡Vamos a mezclar talento y pasión por los buenos tragos! 🍹🔥"
Commercial Controller – Operaciones Food,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-14,14120,cencosud,2026-07-12,2026-07-22,0.3594,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14120?c=cencosud,,"En Jumbo, parte de Cencosud, buscamos a nuestro/a próximo/a Commercial Controller – Operaciones Food para el área de Operaciones Alimentos, quien se sumará al equipo para liderar el control de gestión, análisis de costos y desarrollo comercial del departamento. Si te mueve trabajar con datos, encontrar oportunidades donde otros ven números y traducir análisis en decisiones que impactan el negocio, este desafío es para ti 🚀 🎯 ¿Cuál será tu misión? Gestionar la información del área de Operaciones de Jumbo, elaborando KPIs, reportes y análisis de costos, ventas y márgenes que soporten las decisiones estratégicas de la Gerencia, mientras lideras la incorporación de nuevos productos, proveedores y procesos de innovación. 🔍 Principales responsabilidades • Control diario de ventas, costos y margen, con reportería periódica y presentaciones semanales a la Gerencia. • Búsqueda constante de oportunidades de eficiencia en costos y crecimiento en ventas. • Gestión de forecast de insumos y seguimiento al EBITDA, CSAT y proyecciones de ventas. • Cierre comercial con proveedores: negociación de volúmenes, costos y definición de precios de venta. • Cumplimiento del calendario de innovación y campañas, liderando la incorporación de nuevos productos al portafolio. • Implementación y seguimiento de nuevos menús, material POP y procesos POS. • Apoyo en gestión y cierre de inventarios del área. 👀 ¿Qué buscamos? • Formación en Ingeniería Comercial, Civil Industrial o carrera afín. • Al menos 5 años de experiencia en control de gestión, operaciones o roles comerciales, idealmente en retail o industria de alimentos y experiencia comprobable en alimentación o restaurantes. • Manejo intermedio-avanzado de Excel y herramientas de reportería. • Inglés intermedio. • Perfil analítico, proactivo, autónomo y con capacidad de gestionar múltiples proyectos simultáneamente. • Conocimientos de SAP"
Diseñador grafico digital + IA Easy Proyecto Plazo Fijo,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-12,14110,cencosud,2026-07-12,2026-07-22,0.2928,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14110?c=cencosud,,"🚀 ¡En Easy estamos buscando Diseñador grafico digital + IA por proyecto 1 año! 🎨🤖 Si te apasiona el diseño, la creatividad, la innovación y el uso de inteligencia artificial para crear experiencias visuales potentes, esta oportunidad puede ser para ti. Buscamos un perfil con mirada estética, criterio comercial y capacidad de gestión, que lidere el desarrollo de nuestros catálogos digitales e impresos de punta a punta. 🎯 ¿Qué harás en este rol? • Liderar el desarrollo integral de catálogos digitales e impresos • Traducir key visuals en piezas digitales atractivas y funcionales • Crear contenido visual para catálogo: imágenes y videos utilizando IA generativa • Gestionar todo el proceso de producción, desde la maqueta hasta la salida final • Coordinar con equipos internos, comerciales y agencias externas • Velar por la calidad gráfica, consistencia visual y cumplimiento de plazos • Optimizar procesos creativos mediante automatización e inteligencia artificial"
Growth Manager Easy,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-11,14102,cencosud,2026-07-12,2026-07-22,0.4288,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14102?c=cencosud,,"¡En Easy estamos buscando nuestro próximo/a Growth Manager! Si te apasiona el crecimiento digital, el performance marketing y liderar estrategias de adquisición y retención en e-commerce, esta oportunidad es para ti. Buscamos a una persona estratégica, analítica y orientada a resultados, que lidere el crecimiento digital de Easy.cl y EasyAPP, potenciando tráfico, conversión, recurrencia y revenue a través de estrategias de Growth Marketing de alto impacto. 💡 ¿Qué harás en este desafío? • Liderar estrategias de adquisición digital: SEM, SEO, Paid Media, afiliados y referidos. • Impulsar iniciativas de retención y CRM mediante automatización, journeys y segmentación avanzada. • Gestionar inversión digital con foco en eficiencia, ROAS y crecimiento sostenible. • Trabajar colaborativamente con Cencosud Media, Analytics, Comercial y Marketing. • Liderar equipos y agencias especializadas, promoviendo una cultura de aprendizaje y mejora continua. • Generar insights accionables basados en datos para potenciar el negocio digital."
Analista Finanzas Comerciales,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-11,14100,cencosud,2026-07-12,2026-07-22,0.3274,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14100?c=cencosud,,"En Cencosud, buscamos a nuestro/a próximo/a Analista de Finanzas Comerciales, quien se sumará al equipo corporativo para apoyar la gestión financiera del área comercial, con foco en rentabilidad, acuerdos con proveedores y flujos de caja. Si tienes orientación analítica, interés por el negocio comercial y quieres trabajar con data que impacta decisiones reales, este desafío es para ti 🚀 🎯 ¿Cuál será tu misión? Apoyar la gestión financiera y analítica del área comercial de Cencosud, generando análisis de rentabilidad, seguimiento de acuerdos comerciales y modelos de apoyo a la toma de decisiones. 🔍 Principales responsabilidades • Analizar P L comercial, márgenes y rentabilidad por categoría, proveedor y canal. • Dar seguimiento a acuerdos comerciales con proveedores y monitorear su cumplimiento. • Elaborar reportes de flujo de caja y capital de trabajo. • Construir modelos de pricing y rentabilidad para apoyar decisiones comerciales. • Levantar y consolidar información de distintas fuentes para generar análisis accionables. 👀 ¿Qué buscamos? • Formación en Ingeniería Comercial, Civil Industrial, Finanzas o carrera afín. • 1 a 3 años de experiencia en finanzas, controlling o áreas comerciales. Se valorará experiencia en retail o consumo masivo. • Manejo sólido de P L, márgenes y acuerdos comerciales. • Manejo avanzado de Excel y Power BI. Deseable SAP. • Perfil analítico, ordenado y con buena capacidad de comunicación."
Analista Análisis Estatégico,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-11,14098,cencosud,2026-07-12,2026-07-22,0.3879,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14098?c=cencosud,,"En Cencosud, buscamos a nuestro/a próximo/a Analista de Análisis Estratégico, quien se sumará al equipo corporativo para apoyar proyectos de consultoría interna, análisis de negocio y desarrollo estratégico. Si recién egresaste o tienes algunos años de experiencia y quieres trabajar en proyectos de alto impacto con exposición a la alta dirección, este desafío es para ti 🚀 🎯 ¿Cuál será tu misión? Apoyar el desarrollo y ejecución de proyectos estratégicos, realizando análisis cuantitativos y cualitativos que generen insights accionables para la toma de decisiones de la compañía. 🔍 Principales responsabilidades • Desarrollar análisis de negocio, benchmarking y modelos financieros para proyectos estratégicos. • Estructurar presentaciones ejecutivas con hallazgos y recomendaciones claras. • Levantar y procesar información de distintas fuentes internas y externas. • Apoyar la coordinación con áreas del negocio para el desarrollo de iniciativas. • Monitorear tendencias de industria y retail a nivel local e internacional. 👀 ¿Qué buscamos? • Formación en Ingeniería Comercial, Civil Industrial o carrera afín. • 1 a 3 años de experiencia. Se valorará paso por consultoría estratégica o proyectos de estrategia corporativa. • Capacidad analítica, pensamiento estructurado y buenas habilidades de comunicación. • Manejo avanzado de Excel y PowerPoint. Deseable Power BI. • Inglés intermedio-avanzado."
Product Manager Sr Hunting,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-11,14095,cencosud,2026-07-12,2026-07-22,0.3166,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14095?c=cencosud,,"En Paris, buscamos a nuestro/a próximo/a Product Manager Sr Hunting, quien se sumará al equipo de Stand Alone Marcas Internacionales. Si tienes olfato comercial, te mueve abrir puertas y construir relaciones que generan valor de largo plazo, este desafío es para ti 🚀 🎯 ¿Cuál será tu misión? Desarrollar y fortalecer el portafolio comercial de Paris, identificando oportunidades de negocio y construyendo alianzas estratégicas que potencien la propuesta de valor de la tienda. 🔍 Principales responsabilidades • Identificar y desarrollar nuevas oportunidades comerciales para el portafolio de Paris. • Construir y gestionar relaciones comerciales de largo plazo con actores clave del mercado. • Trabajar de forma transversal con los equipos de cada división para alinear prioridades y oportunidades. • Mantener una gestión ordenada del pipeline comercial, con seguimiento constante y foco en resultados. • Monitorear tendencias del mercado y detectar oportunidades emergentes en distintas categorías. • Representar a Paris en instancias comerciales y eventos de industria. 👀 ¿Qué buscamos? • Formación en Ingeniería Comercial, Administración de Empresas o carrera afín. • Al menos 7 años de experiencia, con mínimo 4 en roles de desarrollo comercial o hunting en retail o consumo masivo. • Manejo de Excel avanzado, Power BI básico-intermedio y CRM. • Deseable especialización en ventas, negociación o retail. • ADN Cencosud: orientado al negocio, con sentido de urgencia y vocación por construir relaciones comerciales duraderas. 💡 ¿Por qué este rol es único? Porque tendrás la plataforma de uno de los retailers más grandes de Chile para generar impacto real en el negocio. Un rol con autonomía, visibilidad y propósito. ¿Te interesa o conoces a alguien que encaje? Postula o escríbenos por DM 👇"
Recepcionista Full Time - Santa Isabel N747 - Calera de Tango,"Maipo, REGIÓN METROPOLITANA, CL",Maipo,REGIÓN METROPOLITANA,2026-05-11,14093,cencosud,2026-07-12,2026-07-22,0.296,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14093?c=cencosud,,"¿Te gusta el trabajo dinámico, organizado y en equipo? ¡Entonces esta oportunidad puede ser para ti! Nos encontramos en búsqueda de un/a Recepcionista de Mercadería, quien tendrá un rol clave en la operación del local, asegurando la correcta recepción, control y organización de los productos que ingresan diariamente. ¿Cuáles serán tus principales funciones? 📦 Recepcionar, cargar y descargar mercadería proveniente de proveedores y centros de distribución. ✅ Verificar cantidades, calidad y fechas de vencimiento de los productos. 📋 Generar reportes y registros de ingreso de mercadería. 🤝 Mantener comunicación con proveedores y apoyar en la resolución de diferencias o incidencias. 🧹 Mantener el orden y limpieza del área de recepción. 👥 Trabajar de manera colaborativa con el equipo y distintas áreas del local. ¿Qué buscamos? Personas responsables, organizadas y comprometidas. Capacidad para trabajar bajo presión y en entornos dinámicos. Buenas habilidades comunicacionales y relaciones interpersonales. Proactividad y orientación al trabajo en equipo. Disponibilidad para trabajar de lunes a sábado. Valoramos especialmente ✨ Experiencia en recepción de mercadería, logística o cargos similares. ✨ Capacidad de resolución y atención al detalle. ✨ Buena disposición y actitud colaborativa. Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento. 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ¡Te invitamos a ser parte de un equipo comprometido y en constante movimiento!"
Asistente de Ventas PT 30HRS - Pulcro Alto las Condes,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-08,14089,cencosud,2026-07-12,2026-07-22,0.2854,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14089?c=cencosud,,"✨ Asistente de Ventas Part Time 30HRS - Pulcro Alto las Condes ¿Te apasiona el retail y la moda? ¿Buscas un lugar donde tu energía y ganas de ayudar marquen la diferencia? En Pulcro, estamos buscando a nuestro/a próximo/a Asistente de Ventas para potenciar la experiencia en sala y destacar nuestra marca. 🎯 Objetivo del cargo Asegurar una experiencia de compra memorable a través de una atención proactiva, manteniendo siempre la excelencia en la exhibición y orden de los productos en sala. 🧩 Principales funciones Abordar a los clientes de forma proactiva para brindar asesoría. Garantizar una atención de calidad que potencie la venta. Gestionar la reposición constante de productos. Mantener el orden y la limpieza del punto de venta. Cuidar la presentación visual de la marca. 📌 Requisitos del cargo Educación: Enseñanza Media Completa. Experiencia: No es necesaria (buscamos actitud y ganas). 🧠 Aptitudes clave Orientación al servicio. Proactividad e iniciativa. Comunicación efectiva. Empatía con el cliente. Foco en el orden y detalle. 🌟 ¿Qué ofrecemos? Pertenecer a una empresa líder en el retail. Ambiente dinámico y colaborativo. Oportunidades de crecimiento interno. Beneficios corporativos de Cencosud. ¿Te interesa sumarte a Pulcro? ¡Postula y ayúdanos a transformar la experiencia de compra!"
Product Manager Nuevos Negocios Regional,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-05-08,14088,cencosud,2026-07-12,2026-07-22,0.3479,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14088?c=cencosud,,"En Cencosud, conectamos con la vida de millones de personas en Latinoamérica a través de experiencias y productos únicos. Para seguir creciendo, buscamos a quienes no esperan que las oportunidades lleguen: las crean. Si te mueve convertir ideas en negocios reales, trabajar a escala regional y dejar huella en la forma en que el retail evoluciona, este desafío es para ti 🚀 debido a que buscamos al siguiente Product Manager de Nuevos Negocios Regional 🎯 ¿Cuál será tu misión? Convertir oportunidades no mapeadas en realidades comerciales que impacten en toda la región. Liderarás el desarrollo 360° de nuevos negocios, desde la detección de la oportunidad hasta su lanzamiento y crecimiento, con foco en velocidad, rentabilidad e innovación. 🔍 ¿Qué harás? • Explorar y detectar nuevas oportunidades comerciales que hoy no existen en el mapa de Cencosud. • Diseñar y ejecutar proyectos 360°: surtido, estrategia, pricing, implantación y comunicación. • Colaborar con equipos de distintos países y áreas para asegurar una ejecución impecable. • Identificar e implementar mejoras en procesos y tiempos de entrega. • Viajar nacional e internacionalmente para garantizar el éxito de cada implementación. 👀 ¿Qué buscamos? • Formación en Ingeniería Comercial, Civil Industrial, Diseñadores Gráfico, Moda, etc • Mínimo 3 años en desarrollo de negocios, gestión de categorías, innovación o roles comerciales estratégicos, idealmente con alcance regional. • Inglés avanzado (excluyente). • Perfil proactivo, innovador y orientado a resultados, con capacidad de gestionar múltiples prioridades bajo presión. • Liderazgo e influencia transversal en entornos multiculturales y multipaís. 💡 ¿Por qué este rol es único? Porque no administras lo que ya existe: abres lo que todavía no existe. Tendrás la escala de uno de los retailers más grandes de Latinoamérica para probar, lanzar y escalar ideas que pueden cambiar la forma en que millones de personas compran en la región"
