title,team,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,worker_type,schedule_type,company_name,education,country,experience_level,application_deadline,url,description_short,description,vacancies,requirements
Analista de compliance,Otra Área,"Renca, Metropolitana de Santiago",Renca,Metropolitana de Santiago,2026-09-04,6121615,andina,2026-09-06,2026-09-06,0.3667,Analista,Mixta (Teletrabajo + Presencial),Vital Jugos S.A.,Universitaria,Chile,3 años,2026-04-10,https://koandina.trabajando.cl/trabajo-empleo/analista-de-compliance/trabajo/6121615,Importante empresa del rubro de alimentos...,"Importante empresa del rubro de alimentos se encuentra en proceso de búsqueda de un Analista de Compliance.
La misión es ejecutar y dar seguimiento a los procesos de Compliance de la organización, administrando información, monitoreando riesgos, controles, obligaciones de cumplimiento, actividades del Modelo de Prevención de Delitos y otros mecanismos de integridad, coordinando requerimientos con las distintas áreas y generando reportes para la gestión, con el propósito de contribuir al adecuado funcionamiento del sistema de Compliance y apoyar el cumplimiento de los lineamientos regulatorios y corporativos aplicables a las filiales.
Funciones:
Administra y actualiza los registros, matrices y bases de datos de riesgos, controles y actividades de Compliance, recopilando información de las áreas responsables y manteniendo la documentación de respaldo requerida.
Realiza seguimiento periódico al cumplimiento de controles, planes de acción y actividades comprometidas por las distintas áreas, registrando avances, respaldos y desviaciones identificadas.
Ejecuta y apoya las actividades asociadas al Modelo de Prevención de Delitos y otros procesos de integridad, incluyendo capacitaciones, declaraciones de intereses, debidas diligencias de terceros, monitoreos y controles definidos por la organización.
Mantiene actualizadas políticas, procedimientos, protocolos y registros de Compliance, gestionando versiones, recopilando antecedentes y coordinando revisiones con las áreas correspondientes.
Coordina el levantamiento y consolidación de antecedentes requeridos para auditorías, revisiones, evaluaciones y requerimientos corporativos relacionados con Compliance.
Consolida, valida y analiza información relacionada con riesgos, controles, capacitaciones, debidas diligencias, denuncias, auditorías y planes de acción, preparando informes periódicos para la jefatura.
Administra los registros y documentación de los canales o mecanismos de denuncia y efectúa seguimiento al cumplimiento de los protocolos y plazos definidos para su gestión
Apoya el monitoreo de cambios normativos, requerimientos corporativos y otras iniciativas de Compliance, recopilando información y manteniendo actualizados los registros y controles asociados.
Coordina actividades de capacitación y comunicación de Compliance, gestionando convocatorias, registros de asistencia, evaluaciones y evidencias de ejecución.
Formación:
Contador Auditor, Ingeniería Comercial, Ingeniería en Administración de Empresas, Derecho, Técnico en Contabilidad o carrera afín.
Se valora formación complementaria en Compliance, gestión de riesgos o auditoría.",1,"Requisitos
·       Entre 2 y 4 años de experiencia en funciones de compliance, control interno, auditoría o gestión de riesgos.
·       Deseable conocimiento de la Ley 20.393 (responsabilidad penal de personas jurídicas) y MPD.
·       Manejo de Excel avanzado y/o Power BI."
INGENIERO MEJORA CONTINUA Y PROCESOS,Operaciones,"Renca, Metropolitana de Santiago",Renca,Metropolitana de Santiago,2026-09-04,6121458,andina,2026-09-06,2026-09-06,0.4439,Ingeniero,Jornada Completa,Envases Central S.A.,Universitaria,Chile,3 años,2026-03-11,https://koandina.trabajando.cl/trabajo-empleo/ingeniero-mejora-continua-y-procesos/trabajo/6121458,Importante empresa del rubro de alimentos...,"Importante empresa del rubro de alimentos se encuentra en proceso de búsqueda de un Ingeniero de Proceso y Mejora Continua.
Su misión es gestionar y coordinar iniciativas de mejora de los procesos productivos que permitan cumplir con los objetivos y estándares de la planta. . Coordinar y gestionar las actividades necesarias para la correcta implementación y mantención del Modelo de Mejora Continua
Funciones:
Coordinar acciones de análisis y control para mejorar y/o llevar a estándar los procesos productivos de la Planta
Dar seguimiento a los resultados de mermas, apoyar a áreas involucradas detectando desviaciones en los procesos y generando acciones de reducción con las áreas respectivas.
Coordinar, apoyar, impulsar, registrar y dar seguimiento a las acciones de mejora continua que emanen de los pilares y/o áreas de la Planta.
Programar y coordinar las actividades de capacitación y/o formación del personal de la organización para dar cumplimiento al proceso de Mejora Continua.
Analizar KPI productivos.
Implementar Proyectos de Ahorro y de innovación tecnológicos",1,"Perfil deseado
Requisitos
Entre 3 y 5 años de experiencia en funciones de análisis de datos.
Ingeniero Civil, Ingeniería ejecución, Ingeniería de proceso, Ingeniero Mecánico, etc.
Manejo de Excel avanzado y/o Power BI."
OPERADOR DE MAQUINA - COMUNA DE RENCA,Producción y Manufactura,"Renca, Metropolitana de Santiago",Renca,Metropolitana de Santiago,2026-07-30,6107795,andina,2026-07-31,2026-08-08,0.3601,Operario,Jornada Completa,V.J S.A,Técnico medio/ colegio técnico,Chile,1 años,2026-08-29,https://koandina.trabajando.cl/trabajo-empleo/operador-de-maquina-comuna-de-renca/trabajo/6107795,"Vital Jugos SA, empresa filial de coca...","Vital Jugos SA, empresa filial de coca cola andina, busca operadores máquina con experiencia laboral.
Descripción: el operador debe estar cualificado para instalar, mantener y utilizar maquinaria. Se asegurará de que la producción sea eficiente y sin pausas.",3,"- Técnico nivel medio (enseñanza media completa).
- Conocimientos en máquinas de plantas productivas idealmente de alimentos.
- Experiencia mínima de 1 año"
COORDINADOR DE PRODUCCION ,Producción y Manufactura,"Rancagua, Lib. Gral. Bdo. O'Higgins",Rancagua,Lib. Gral. Bdo. O'Higgins,2026-07-15,6102470,andina,2026-07-17,2026-09-06,0.401,Otro Profesional,Jornada Completa,Vital Aguas S.A.,Técnico profesional superior,Chile,,2026-09-13,https://koandina.trabajando.cl/trabajo-empleo/coordinador-de-produccion/trabajo/6102470,Vital Aguas se encuentra en búsqueda...,"Vital Aguas se encuentra en búsqueda de un(a) Coordinador(a) de Producción para integrarse a nuestra planta ubicada en Rengo.
Objetivo del cargo
Asegurar la continuidad operacional de los procesos productivos, coordinando las actividades del turno y apoyando la operación mediante la capacitación, reemplazo y acompañamiento del equipo, contribuyendo al cumplimiento de los objetivos de producción, calidad, inocuidad y seguridad.
Principales funciones
-Coordinar y optimizar la producción durante el turno asignado, asegurando la continuidad operacional.
-Tomar acciones oportunas para minimizar pérdidas de tiempo ocasionadas por fallas en la operación o en los equipos.
-Coordinar y ejecutar actividades orientadas a reducir los tiempos de set-up.
-Mantener informado al Jefe de Turno respecto de novedades, desviaciones o contingencias relacionadas con el proceso productivo.
-Supervisar diariamente el estado operativo de las máquinas y equipos, informando oportunamente cualquier desviación.
-Verificar el cumplimiento de los checklists operacionales y de los estándares definidos para cada proceso.
-Apoyar y reemplazar a operadores cuando la dotación lo requiera, además de capacitar y acompañar al personal en sus funciones.
-Trabajar de acuerdo con los procedimientos y estándares establecidos en materias de calidad, inocuidad, seguridad, medio ambiente y mejora continua.
-Promover una operación segura, eficiente y enfocada en el cumplimiento de los indicadores de desempeño de la planta.
-Proponer oportunidades de mejora que contribuyan a optimizar la productividad y la eficiencia de los procesos.",1,"Perfil deseado
-Enseñanza Media Completa.
-Técnico Nivel Medio o Superior en Electromecánica, Mecánica Industrial, Automatización, Electricidad Industrial o carrera afín.
-Deseable experiencia mínima de 2 años en plantas productivas o empresas del rubro industrial, alimentos o bebidas.
-Conocimientos en operación de maquinaria industrial, procesos productivos y resolución de fallas operacionales.
-Deseable conocimiento en TPM, indicadores de producción (OEE), seguridad industrial, inocuidad alimentaria y sistemas de gestión de calidad.
-Disponibilidad para trabajar en sistema de turnos.
-Disponibilidad para desempeñarse en la comuna de Rengo."
MECANICO,Otra Área,"Renca, Metropolitana de Santiago",Renca,Metropolitana de Santiago,2026-06-23,6086051,andina,2026-07-17,2026-08-08,0.3752,Técnico,Por Turnos,Vital Jugos S.A.,Técnico profesional superior,Chile,3 años,2026-08-22,https://koandina.trabajando.cl/trabajo-empleo/mecanico/trabajo/6086051,Importante empresa de consumo masivo...,"Importante empresa de consumo masivo requiere de un Mecánico para su área de Mantención.
Algunas de sus principales funciones son:
-Asegurar la capacidad productiva de las máquinas o sistemas asignados a través de la mantención preventiva y correctiva de los sistemas electromecánicos.
-Mantener las máquinas, cambiar repuestos y efectuar lubricaciones requeridas.
-Trabajar coordinada y sostenidamente con las áreas de Producción.
-Realizar la mantención preventiva o correctiva de los sistemas mecánicos según programación.
-Entre otras funciones propias del cargo y área.
Requisitos:
-Técnico medio o universitario en electromecánica, mantenimiento industrial, electricidad y automatización o carrera afín.
-Experiencia mínima de 3 años en empresas de alimentos y/o consumo masivo.
-Conocimiento de Excel y Word.
-Disponibilidad para trabajar por turnos rotativos de lunes a sábados.
-Disponibilidad para trabajar en la comuna de Renca (tenemos buses de acercamiento)
Beneficios:
-Bus de acercamiento.
-Casino empresa.
-Oportunidades de crecimiento.
-Constante capacitación.
¡Te esperamos!",1,"-Disponibilidad para trabajar en la comuna de Renca.
-Disponibilidad para trabajar mediante turnos rotativos."
