title,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,worker_type,schedule_type,company_name,country,url,description_short,description,job_location_type,vacancies
Asistente de Experiencia de Compra Calzado Sabado y Domingo Ripley Parque Arauco,Santiago - Las condes,Las condes,Santiago,2026-06-03,12723703,ripley,2026-07-16,2026-07-16,0.2434,Contrato a plazo fijo,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723703,,,Presencial,10 Puestos
Guardia de Seguridad Full Time 4x3 Ripley Parque Arauco,Santiago - Las condes,Las condes,Santiago,2026-06-03,12723708,ripley,2026-07-16,2026-07-16,0.2417,Contrato a plazo fijo,Jornada de 42 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723708,,,Presencial,3 Puestos
Guardia de Seguridad Part Time Ripley Parque Arauco,Santiago - Las condes,Las condes,Santiago,2026-06-03,12723712,ripley,2026-07-16,2026-07-16,0.2374,Contrato a plazo fijo,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723712,,,Presencial,3 Puestos
Asesor de Compras Ripley San Bernardo Lunes a Viernes 25 hrs,San Bernardo,San Bernardo,,2026-06-03,12723733,ripley,2026-07-16,2026-07-16,0.2487,Contrato a plazo fijo,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723733,,,Presencial,1 Puesto
Guardia de Seguridad Part Time Ripley San Bernardo,San Bernardo,San Bernardo,,2026-06-03,12723861,ripley,2026-07-16,2026-07-16,0.2338,Contrato a plazo fijo,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723861,,,Presencial,3 Puestos
Guardia de Seguridad Full Time 4x3 Ripley San Bernardo,San Bernardo,San Bernardo,,2026-06-03,12723876,ripley,2026-07-16,2026-07-16,0.2384,Contrato a plazo fijo,Jornada de 42 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12723876,,,Presencial,3 Puestos
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-03,9691465,ripley,2026-07-16,2026-07-16,0.1576,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9691465,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Talca),Talca,Talca,,2026-06-02,9660564,ripley,2026-07-16,2026-07-16,0.199,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660564,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda La Serena),La Serena,La Serena,,2026-06-02,9660819,ripley,2026-07-16,2026-07-16,0.1638,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660819,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Copiapó),Copiapó,Copiapó,,2026-06-02,9660795,ripley,2026-07-16,2026-07-16,0.1939,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660795,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Mall del Centro),Santiago Centro,Santiago Centro,,2026-06-02,9661153,ripley,2026-07-16,2026-07-16,0.2405,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9661153,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Plaza Vespucio),Santiago - La Florida,La Florida,Santiago,2026-06-02,9661133,ripley,2026-07-16,2026-07-16,0.202,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9661133,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Curicó),Curicó,Curicó,,2026-06-02,9660341,ripley,2026-07-16,2026-07-16,0.2092,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660341,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Huechuraba),Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9661210,ripley,2026-07-16,2026-07-16,0.1696,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9661210,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Marina Arauco),Viña del Mar,Viña del Mar,,2026-06-02,9660872,ripley,2026-07-16,2026-07-16,0.1947,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660872,,,Presencial,1 Puesto
v16 Jefe Comercial Tienda - PRUEBA INTEGRACIÓN NO TOCAR,Santiago - Las condes,Las condes,Santiago,2026-06-02,9682073,ripley,2026-07-16,2026-07-16,0.2268,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9682073,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Florida Center),Santiago - La Florida,La Florida,Santiago,2026-06-02,9660984,ripley,2026-07-16,2026-07-16,0.1955,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660984,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Costanera Center),Santiago - Providencia,Providencia,Santiago,2026-06-02,9660969,ripley,2026-07-16,2026-07-16,0.2257,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660969,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Crillón),Santiago Centro,Santiago Centro,,2026-06-02,9661185,ripley,2026-07-16,2026-07-16,0.1558,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9661185,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Los Dominicos),Santiago - Las condes,Las condes,Santiago,2026-06-02,9660908,ripley,2026-07-16,2026-07-16,0.2196,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660908,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Valparaíso),Valparaíso,Valparaíso,,2026-06-02,9660886,ripley,2026-07-16,2026-07-16,0.2268,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660886,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Plaza Egaña),Santiago - La Reina,La Reina,Santiago,2026-06-02,9661103,ripley,2026-07-16,2026-07-16,0.2381,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9661103,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Parque Arauco),Santiago - Las condes,Las condes,Santiago,2026-06-02,9660943,ripley,2026-07-16,2026-07-16,0.2172,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660943,,,Presencial,1 Puesto
Jefe Comercial Tienda Puente Alto,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9682817,ripley,2026-07-16,2026-07-16,0.1478,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9682817,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Antofagasta),Antofagasta,Antofagasta,,2026-06-02,9660759,ripley,2026-07-16,2026-07-16,0.1949,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660759,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda San Fernando),San Fernando,San Fernando,,2026-06-02,9657822,ripley,2026-07-16,2026-07-16,0.2083,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657822,,,Presencial,1 Puesto
Asesor Comercial,Santiago Centro,Santiago Centro,,2026-06-02,9681694,ripley,2026-07-16,2026-07-16,0.245,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681694,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9681746,ripley,2026-07-16,2026-07-16,0.1594,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681746,,,Presencial,1 Puesto
"NO TOCAR, PRUEBA INTEGRACIÓN Analista Soporte Operativo",Santiago - Las condes,Las condes,Santiago,2026-06-02,9681756,ripley,2026-07-16,2026-07-16,0.2923,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681756,,,Presencial,2 Puestos
CSOD-TEST-122024_Asesor Financiero Senior,Santiago Centro,Santiago Centro,,2026-06-02,9681777,ripley,2026-07-16,2026-07-16,0.2923,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681777,,,Presencial,1 Puesto
KAM Hunter Comercial,Santiago - Cerrillos,Cerrillos,Santiago,2026-06-02,9681784,ripley,2026-07-16,2026-07-16,0.1559,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681784,,,Presencial,1 Puesto
Prueba Ripley integracion,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9681792,ripley,2026-07-16,2026-07-16,0.2029,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681792,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9681795,ripley,2026-07-16,2026-07-16,0.1594,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681795,,,Presencial,1 Puesto
v14 Jefe Comercial Tienda - PRUEBA INTEGRACIÓN NO TOCAR,Santiago - Las condes,Las condes,Santiago,2026-06-02,9681796,ripley,2026-07-16,2026-07-16,0.2234,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681796,,,Presencial,1 Puesto
Jefe de Operaciones,Santiago Centro,Santiago Centro,,2026-06-02,9681801,ripley,2026-07-16,2026-07-16,0.2365,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681801,,,Presencial,1 Puesto
PRUEBA JC - no postular,Santiago - Estación Central,Estación Central,Santiago,2026-06-02,9681809,ripley,2026-07-16,2026-07-16,0.2097,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681809,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9681816,ripley,2026-07-16,2026-07-16,0.1594,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681816,,,Presencial,1 Puesto
Asesor de Compras JP 25,Chillán,Chillán,,2026-06-02,9681915,ripley,2026-07-16,2026-07-16,0.2174,Contrato a trato,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681915,,,Presencial,1 Puesto
Jefe de Proveedores Internacionales,Santiago Centro,Santiago Centro,,2026-06-02,9681943,ripley,2026-07-16,2026-07-16,0.2542,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9681943,,,Presencial,1 Puesto
Alumno/a en práctica Área Comercial (Tienda Plaza Oeste),Santiago - Cerrillos,Cerrillos,Santiago,2026-06-02,9655816,ripley,2026-07-16,2026-07-16,0.2019,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9655816,,,Presencial,1 Puesto
Alumno/a en práctica Área Comercial (Tienda Arica),Arica,Arica,,2026-06-02,9656608,ripley,2026-07-16,2026-07-16,0.2066,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9656608,,,Presencial,1 Puesto
Alumno/a en práctica Área Comercial (Tienda Iquique),Iquique,Iquique,,2026-06-02,9656649,ripley,2026-07-16,2026-07-16,0.2313,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9656649,,,Presencial,1 Puesto
Alumno/a en práctica Área Comercial (Tienda Florida Center),Santiago - La Florida,La Florida,Santiago,2026-06-02,9656694,ripley,2026-07-16,2026-07-16,0.2004,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9656694,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Plaza Tobalaba),Puente Alto,Puente Alto,,2026-06-02,9657417,ripley,2026-07-16,2026-07-16,0.1962,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657417,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda San Bernardo),San Bernardo,San Bernardo,,2026-06-02,9657538,ripley,2026-07-16,2026-07-16,0.2082,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657538,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Estación Central),Santiago - Estación Central,Estación Central,Santiago,2026-06-02,9657634,ripley,2026-07-16,2026-07-16,0.2291,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657634,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Plaza Oeste),Santiago - Cerrillos,Cerrillos,Santiago,2026-06-02,9657677,ripley,2026-07-16,2026-07-16,0.2057,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657677,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Maipú),Santiago - Maipú,Maipú,Santiago,2026-06-02,9657705,ripley,2026-07-16,2026-07-16,0.1989,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657705,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda La Calera),Calera,Calera,,2026-06-02,9657721,ripley,2026-07-16,2026-07-16,0.2235,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657721,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Los Andes),Los Andes,Los Andes,,2026-06-02,9657747,ripley,2026-07-16,2026-07-16,0.1911,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657747,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Rancagua),Rancagua,Rancagua,,2026-06-02,9657796,ripley,2026-07-16,2026-07-16,0.2,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9657796,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Mall Calama),Calama,Calama,,2026-06-02,9660779,ripley,2026-07-16,2026-07-16,0.2402,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660779,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Coquimbo),Coquimbo,Coquimbo,,2026-06-02,9660856,ripley,2026-07-16,2026-07-16,0.2199,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660856,,,Presencial,1 Puesto
Promotor Loven Linea Blanca Ripley Plaza Oeste,Santiago - Cerrillos,Cerrillos,Santiago,2026-06-02,9682059,ripley,2026-07-16,2026-07-16,0.2332,Contrato de temporada,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9682059,,,Presencial,5 Puestos
PRUEBA JC - no postular,Santiago - Estación Central,Estación Central,Santiago,2026-06-02,9687778,ripley,2026-07-16,2026-07-16,0.2097,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687778,,,Presencial,1 Puesto
Asistente de experiencia de compra Ripley Mall del Centro,Santiago - Las condes,Las condes,Santiago,2026-06-02,12705193,ripley,2026-07-16,2026-07-16,0.282,Contrato a plazo fijo,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12705193,,,Presencial,4 Puestos
Operador Monitoreo CCTV Part Time Ripley San Bernando,San Bernardo,San Bernardo,,2026-06-02,12705452,ripley,2026-07-16,2026-07-16,0.2424,Contrato a plazo fijo,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12705452,,,Presencial,1 Puesto
Asistente de experiencia de compras Ripley Florida Center,Santiago - La Florida,La Florida,Santiago,2026-06-02,12710906,ripley,2026-07-16,2026-07-16,0.2172,Contrato a plazo fijo,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12710906,,,Presencial,6 Puestos
"NO TOCAR, PRUEBA INTEGRACIÓN Analista Soporte Operativo",Santiago - Las condes,Las condes,Santiago,2026-06-02,9691265,ripley,2026-07-16,2026-07-16,0.2923,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9691265,,,Presencial,2 Puestos
Jefe Comercial Tienda Puente Alto,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9691094,ripley,2026-07-16,2026-07-16,0.1478,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9691094,,,Presencial,1 Puesto
Jefe de Proveedores Internacionales,Santiago Centro,Santiago Centro,,2026-06-02,9689809,ripley,2026-07-16,2026-07-16,0.2542,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9689809,,,Presencial,1 Puesto
Agente Financiero 21/05,Copiapó,Copiapó,,2026-06-02,9689182,ripley,2026-07-16,2026-07-16,0.2715,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9689182,,,Presencial,1 Puesto
Ejecutivo de Venta Producto Financiero,Temuco,Temuco,,2026-06-02,9687968,ripley,2026-07-16,2026-07-16,0.2621,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687968,,,Presencial,1 Puesto
Ejecutivo Comercial,Santiago Centro,Santiago Centro,,2026-06-02,9687907,ripley,2026-07-16,2026-07-16,0.2267,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687907,,,Presencial,1 Puesto
"Asesor/a de Compras Santiago Centro, Tienda Ripley Crillón",Santiago Centro,Santiago Centro,,2026-06-02,12705722,ripley,2026-07-16,2026-07-16,0.1779,Contrato a plazo fijo,Excluido de limitación de jornada,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/12705722,,,Presencial,5 Puestos
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9687588,ripley,2026-07-16,2026-07-16,0.1594,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687588,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Chillán),Chillán,Chillán,,2026-06-02,9660601,ripley,2026-07-16,2026-07-16,0.1777,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660601,,,Presencial,1 Puesto
v13 Jefe Comercial Tienda - PRUEBA INTEGRACIÓN NO TOCAR,Santiago - Las condes,Las condes,Santiago,2026-06-02,9687295,ripley,2026-07-16,2026-07-16,0.2262,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687295,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Plaza El Trébol),Talcahuano,Talcahuano,,2026-06-02,9660622,ripley,2026-07-16,2026-07-16,0.2131,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660622,,,Presencial,1 Puesto
Alumno/a en práctica Área Recursos Humanos (Tienda Arica),Arica,Arica,,2026-06-02,9660714,ripley,2026-07-16,2026-07-16,0.2083,Otro tipo de contrato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9660714,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Las condes,Las condes,Santiago,2026-06-02,9684831,ripley,2026-07-16,2026-07-16,0.1967,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9684831,,,Presencial,10 Puestos
Jefe Comercial Tienda Huechuraba,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-02,9685934,ripley,2026-07-16,2026-07-16,0.1377,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9685934,,,Presencial,1 Puesto
Asesor de Compras 09/04,Los Ángeles,Los Ángeles,,2026-06-02,9686808,ripley,2026-07-16,2026-07-16,0.2403,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9686808,,,Presencial,1 Puesto
Analista Integral de Remuneraciones,Santiago - Las condes,Las condes,Santiago,2026-06-02,9686869,ripley,2026-07-16,2026-07-16,0.29,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9686869,,,Presencial,1 Puesto
Cajero Part Time,Santiago Centro,Santiago Centro,,2026-06-02,9687002,ripley,2026-07-16,2026-07-16,0.2446,Contrato a trato,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9687002,,,Presencial,1 Puesto
Apoyo Navidad CG,Santiago - Las condes,Las condes,Santiago,2026-06-01,9680438,ripley,2026-07-16,2026-07-16,0.249,Contrato a trato,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9680438,,,Presencial,1 Puesto
Analista Sr Desarrollo Organizacional,Santiago - Las condes,Las condes,Santiago,2026-06-01,9680284,ripley,2026-07-16,2026-07-16,0.2727,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9680284,,,Presencial,1 Puesto
Asesor Comercial,Santiago Centro,Santiago Centro,,2026-06-01,9680087,ripley,2026-07-16,2026-07-16,0.2443,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9680087,,,Presencial,1 Puesto
v10 Jefe Comercial Tienda - PRUEBA INTEGRACIÓN NO TOCAR,Santiago - Las condes,Las condes,Santiago,2026-06-01,9679796,ripley,2026-07-16,2026-07-16,0.2208,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679796,,,Presencial,1 Puesto
Asesor Comercial,Santiago Centro,Santiago Centro,,2026-06-01,9680077,ripley,2026-07-16,2026-07-16,0.2443,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9680077,,,Presencial,1 Puesto
Jefe Comercial Tienda Puente Alto,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9680076,ripley,2026-07-16,2026-07-16,0.1462,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9680076,,,Presencial,1 Puesto
Jefe Comercial Tienda Huechuraba,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679917,ripley,2026-07-16,2026-07-16,0.1359,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679917,,,Presencial,1 Puesto
Jefe Comercial Tienda &gt; 30,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679893,ripley,2026-07-16,2026-07-16,0.1568,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679893,,,Presencial,1 Puesto
Pruebas CTCSOD no postular,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679890,ripley,2026-07-16,2026-07-16,0.1692,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679890,,,Presencial,1 Puesto
Prueba computrabajo CL,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679851,ripley,2026-07-16,2026-07-16,0.2074,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679851,,,Presencial,1 Puesto
Prueba integracion 1710 no postular,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679805,ripley,2026-07-16,2026-07-16,0.1994,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679805,,,Presencial,1 Puesto
PRUEBA INTEGRACION CSOD-CT NO POSTULAR,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679662,ripley,2026-07-16,2026-07-16,0.2211,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679662,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679673,ripley,2026-07-16,2026-07-16,0.1581,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679673,,,Presencial,1 Puesto
Analista de Sistema Senior,Santiago - Las condes,Las condes,Santiago,2026-06-01,9679672,ripley,2026-07-16,2026-07-16,0.2729,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679672,,,Presencial,1 Puesto
Jefe Comercial Tienda 123,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679668,ripley,2026-07-16,2026-07-16,0.1554,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679668,,,Presencial,1 Puesto
Jefe Comercial Tienda,Santiago - Huechuraba,Huechuraba,Santiago,2026-06-01,9679665,ripley,2026-07-16,2026-07-16,0.1581,Contrato a trato,Jornada de 44 horas semanales,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679665,,,Presencial,1 Puesto
Asesor de Compras JP 25,Chillán,Chillán,,2026-06-01,9679655,ripley,2026-07-16,2026-07-16,0.2182,Contrato a trato,Jornada part time,Ripley,Chile,https://ripleychile.pandape.computrabajo.com/Detail/9679655,,,Presencial,1 Puesto
